pro_rank,title,open_date,profit,percent,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor
549,"좋은 친구들",2014.7.10,3222101031,0.20%,3222101031,407228,407228,371,17831,"오퍼스픽쳐스,굿초이스컷픽쳐스(주)",씨제이이앤엠(주),청소년관람불가,"범죄,드라마",이도윤,"지성,주지훈,이광수,강봉성,이동규,최현희,이승우,이재형,최병모,최진호,남문철,김태준"
550,"터닝메카드W: 블랙미러의 부활",2017.1.18,3215588500,0.20%,3215588500,429933,429933,570,14146,㈜희원엔터테인먼트,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"홍헌표,김석원","소연,윤아영,신용우,장광,강호철,안영미,윤미나,이재현"
551,"꽃피는 봄이 오면",2004.9.23,3201626000,0.30%,3201626000,497689,497689,117,11734,(주)씨즈엔터테인먼트,영화사청어람(주),12세관람가,드라마,류장하,"최민식,장신영,김호정,김강우,김동영,이민아,조명호,최태규,김기철,김길웅,이동진,김경준,박소윤,김정석,김영옥,이재응,이민아,엄효섭,최일화"
552,창수,2013.11.28,3146542000,0.20%,3146542000,429141,429141,415,19471,"영화사 아람(주),(주)마이더스필름","(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",청소년관람불가,드라마,이덕희,"임창정,안내상,정성화,손은서,김기훈,김윤영,김진용,추용현,방선화,안성곤,여예성,이덕희,이동진,장경선,정현철,방준호,지대한,전국환,박경환"
553,"달콤한 거짓말",2008.12.18,3122965500,0.30%,3122965500,471310,471310,340,19594,씨제이엔터테인먼트,씨제이엔터테인먼트,12세이상관람가,"멜로/로맨스,코미디",정정화,"김선아,박진희,조한선,이기우,김동욱,최은주,안은정,이동민,변현석,채민서,박경태,유세희,김인석,김성제,박선민,정성호,이시원,김준수,양희경,채민서,조진웅,최진호,김광규,차은재,정다빈"
554,10억,2009.8.6,3107403000,0.30%,3107403000,433866,433866,252,12744,(주)이든픽쳐스,(주)싸이더스,15세이상관람가,"스릴러,어드벤처",조민호,"박해일,신민아,박희순,고은아,정유미,이민기,이천희,성기완,박준하,안정희,강왕수,유정아,윤성재,최서우,최무성,신동미,정석용,김준배,김학선,김중기,김상호,연송하"
555,청연,2005.12.29,3106648400,0.30%,3106648400,496003,496003,164,9323,코리아픽쳐스(주),코리아픽쳐스(주),12세관람가,드라마,윤종찬,"장진영,김주혁,김응수,한지민,나카무라 토오루,진태현,현종욱,최호진,박상윤,박성진,임정혁,유재명,이승호"
556,오감도,2009.7.9,3074373500,0.30%,3074373500,438808,438808,302,15636,"데이지엔터테인먼트,(주)컬처캡미디어","(주)시너지하우스 (시너지)",청소년관람불가,"드라마,멜로/로맨스","허진호,오기환","김강우,황정민,김민선,김수로,김영근,김효진,배종옥,송중기,신세경,엄정화,이시영,장혁,정의철,차수연,김동욱,클라라,김규리,배종옥"
557,"넛잡 2",2017.10.3,3069388100,0.20%,3069388100,411787,411787,526,10449,"(주)레드로버,툰박스 엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처,코미디,가족","캘런 브런커","윌 아넷,캐서린 헤이글,성룡,이사벨라 모너"
558,"신이 보낸 사람",2014.2.13,3068195600,0.20%,3068195600,424258,424258,285,12684,"주식회사 태풍코리아","(주)씨타마운틴픽쳐스,(주)마인스 엔터테인먼트",15세이상관람가,드라마,김진무,"김인권,홍경인,최규환,기주봉,안병경,조덕제,김재화,박정희,임준규,정동철,정유동,정현기,권혁주,황규연,이정수,이정민,김상준,김은혜,최규환,안병경,오산하,지용석"
559,"사랑이 무서워",2011.3.10,3020062500,0.20%,3020062500,402876,402876,290,21341,"(주)위픽쳐스,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"코미디,멜로/로맨스",정우철,"임창정,김규리,손현우,이미소,성지혜,최효영,서정,정경미,윤지민,김태훈,안석환,강성진"
560,노브레싱,2013.10.30,2991824739,0.20%,2991824739,451669,451669,584,24912,"(주)영화사 수작,(주)팝콘에프앤엠,(주)더샘컴퍼니",(주)나이너스엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",조용선,"서인국,이종석,권유리,박철민,박정철,신민철,김재영,선우재덕,서준원,송병준,이명규,김준희,조상현,박용진"
561,"사랑을 놓치다",2006.1.26,2961381000,0.30%,2961381000,468184,468184,146,10657,(주)시네마서비스,(주)시네마서비스,15세관람가,"멜로/로맨스,드라마",추창민,"설경구,송윤아,김동영,장항선,전배수,이기우,황석정,고규필"
562,보통사람,2017.3.23,2956397623,0.20%,2956397623,383336,383336,621,19928,"(주)트리니티엔터테인먼트,(주)영화사장춘",오퍼스픽쳐스,15세이상관람가,드라마,김봉한,"손현주,장혁,김상호,라미란,정만식,조달환,지승현,오연아,강현구,이학렬,이형기,박형수,서주연,정원태,양재영,윤준호,이영호,이유진,이승용,김영"
563,"두 개의 달",2012.7.12,2949348748,0.20%,2949348748,426706,426706,347,16810,"(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),김동빈,"박한별,김지석,박진주,라미란,박원상,정원,박순철,서원영,배용근"
564,"티끌모아 로맨스",2011.11.10,2942253500,0.20%,2942253500,424002,424002,323,19323,"(주)아이에이치큐,㈜인디스토리",필라멘트픽쳐스,15세이상관람가,"멜로/로맨스,코미디",김정환,"한예슬,송중기,이상엽,신소율,조성일,김혜린,박정희,최화진,황지혜,조하영,황하나,한동희,최영인,오철민"
565,집행자,2009.11.5,2935796000,0.30%,2935796000,393019,393019,274,23054,"활동사진,(주)스폰지이엔티,(주)발콘","(주)스폰지이엔티,실버스푼",청소년관람불가,드라마,최진호,"윤계상,조재현,허태희,최재훈,박종원,심철민,박상용,정상일,이창주,이정길,김원해,김봉근,정경호,남문철,조성하,이용녀"
566,"애정결핍이 두 남자에게 미치는 영향",2006.11.16,2928135400,0.30%,2928135400,499612,499612,247,18626,"투모로우엔터테인먼트,아이러브시네마",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,김성훈,"백윤식,이혜영,봉태규,박재현,김도연,홍성민,조우진,황인옥,한승룡,문제수,장원석,민경조,김성녀,이혜영,이준형,정우,황석정,우현,안길강"
567,"나의 독재자",2014.10.30,2907311546,0.20%,2907311546,386072,386072,654,24221,반짝반짝영화사(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,이해준,"설경구,박해일,윤제문,이병준,류혜영,이규형,김영대,김원진,김철환,민경진,박민수,송성찬,이준혁,배유람,배성우,장소연,채수빈,김강현,남연우,전국환,박지환,성유빈,신문성"
568,소수의견,2015.6.24,2892681205,0.20%,2892681205,383582,383582,398,16273,(주)하리마오픽쳐스,(주)시네마서비스,15세이상관람가,드라마,김성제,"윤계상,유해진,김옥빈,이경영,장광,권해효,손아람,박주형,이은미,이은우,김의성,조복래,김종수,박충선,박해수,장리우,김태준"
569,아들,2007.5.1,2886902500,0.30%,2886902500,452209,452209,284,23228,"필름있수다,(주)시네마서비스글로벌",(주)시네마서비스,전체관람가,"드라마,가족",장진,"차승원,류덕환,김지영,유해진,진원,우리,김현준,장영남,이철민,이한위,서우"
570,"대장 김창수",2017.10.19,2879121115,0.20%,2879121115,381483,381483,748,21745,"(주)비에이엔터테인먼트,(주)무비스퀘어","씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",12세이상관람가,드라마,이원태,"조진웅,송승헌,정만식,정진영,신정근,유승목,정규수,이서원,곽동연,박소담,박재영,박정숙,박지훈,서주연,최서윤,이신우,이원태,이정철,이정현,홍재식,황정용"
571,"내 생애 최악의 남자",2007.8.30,2877614000,0.30%,2877614000,438009,438009,260,18112,(주)씨케이픽쳐스,씨제이엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스","손현희,손현희","탁재훈,김선아,염정아,박창섭,박현경,이상길,임영식,엄수정,이한나,김광규,신이,조희봉,유지연"
572,늑대소년-확장판,2012.12.6,2869918500,0.20%,2869918500,414285,414285,278,11438,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,드라마,판타지",조성희,"송중기,박보영,장영남,유연석,김향기"
573,"기다리다 미쳐",2008.1.1,2865110500,0.30%,2865110500,441337,441337,239,17872,"블루버스 픽쳐스,(주)아이필름홀딩스",(주)시네마서비스,15세이상관람가,멜로/로맨스,류승진,"손태영,장근석,데니 안/ 안신원,권진영,김산호,장희진,진태현,유인영,신동원,조우진,김경렬,김경미,정인봉,김판규,이성환,권순범,이치범,이정훈,이영진,이기우,황석정"
574,다세포소녀,2006.8.10,2862391500,0.30%,2862391500,476702,476702,199,12547,㈜영화세상,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,"코미디,멜로/로맨스",이재용,"이종환,김옥빈,박진우,이켠,김도연,김수미,박용식,정혜영,신규식,조미현,신상우,안혜영,신승호,신영호,최재희,박재민,최지혜,이용주,김이경,김하림,박지혜,박태석,박혜원,박희준,배유리,이동우,김병화,김대웅,김광수,김대호,이혜정,이재흥,유호린,유준상,윤성호,정도영,김수관,용이,이혁,이현희,김용한,이재흥,이종열,이원종,이재용,이은성,장준녕"
575,"내 심장을 쏴라",2015.1.28,2856859132,0.20%,2856859132,387409,387409,452,20042,(주)주피터필름,"(주)리틀빅픽쳐스,(주)이수C&E",15세이상관람가,드라마,문제용,"이민기,여진구,유오성,김정태,김기천,신구,송영창,박충선,박두식,한혜린,이준혁,임문영,강영묵,정유정,권소영,이규섭,김재화,엄효섭,김보라,장리우,진용욱"
576,열혈남아,2006.11.9,2834514800,0.30%,2834514800,466046,466046,218,16399,(주)싸이더스,씨제이엔터테인먼트,15세관람가,"드라마,범죄,액션",이정범,"설경구,김호연,조한선,최경원,김경란,김영옥,나문희,주진모,김경희,조나현,최준영,이문호,윤종석,오민석,이준희,이현상,김준배,조덕제,윤제문,조희봉,오민석"
577,"석조저택 살인사건",2017.5.9,2829106886,0.20%,2829106886,353517,353517,539,17925,"주식회사 영화사다",씨네그루(주)키다리이엔티,15세이상관람가,스릴러,"정식,김휘","고수,황인아,김주혁,문성근,박성웅,임화영,임태훈,전민,신영진,신영진,정우식,정유빈,조원진,조유찬,조한별,이대영,이유진,이유진,이자은,이정섭,이주연,이주연,이주현,홍의정,황재욱,고민우"
578,"인어 공주",2004.6.30,2828706500,1.80%,2828706500,437225,437225,105,8792,나우필름(주),씨제이엔터테인먼트,전체관람가,드라마,박흥식,"전도연,박해일,고두심,김봉근,이선균,김은영,주진모,조현숙,송은주,신수현,홍지현,박현두,사소인,강희정,김일종,김부선,신동환"
579,가발,2005.8.12,2816190000,0.30%,2816190000,448161,448161,145,10156,"코리아 엔터테인먼트",씨제이엔터테인먼트,15세관람가,공포(호러),원신연,"방중현,채민서,유선,류현민,서현선,이윤희,진용욱"
580,"호로비츠를 위하여",2006.5.25,2813074600,0.30%,2813074600,462623,462623,206,13552,(주)싸이더스,(주)쇼박스,전체관람가,드라마,권형진,"엄정화,김호연,박용우,이승현,신의재,이명숙,최윤선,조미애,신승연,김현영,조준희,강현주,곽미라,유지연,장선,오승연,정수현,최윤아,엄창용,여경보,김아영,김보라"
581,"키다리 아저씨",2005.1.14,2789824500,0.30%,2789824500,440850,440850,121,11270,"웰메이드엔터테인먼트,(주)유빈픽쳐스",씨제이엔터테인먼트,12세관람가,드라마,공정식,"하지원,연정훈,신이,김정난,정준하,손민경,조원경,권태근,변민지,강혜림,김부현,김덕진,민병훈,윤여송,정영주,양혜선,금보라,박은혜,현빈,오대규"
582,엠,2007.10.25,2775697500,0.30%,2775697500,428672,428672,375,21223,"프로덕션 엠","(주)엠엔에프씨,영화사청어람(주)",15세이상관람가,"미스터리,멜로/로맨스,스릴러",이명세,"강동원,이연희,공효진,채호기,이세련,서동수"
583,명량,2014.7.30,2755002400,0.20%,135753322310,369249,17615057,459,9931,(주)빅스톤픽쳐스,씨제이이앤엠(주),15세이상관람가,"사극,액션",김한민,"최민식,류승룡,조진웅,김명곤,진구,이정현,권율,노민우,김태훈,이승준,오타니 료헤이,박보검,박원우,서성광,오명훈,유명환,윤희경,이윤기,정수남,정순태,정의석,김원해,이해영,장준녕,김길동,김강일,강태영,하형원,한상대,김동원,김민석,김민식,김재철,김준형,김현중,박선용,박노식,최덕문,조복래,문영동,이주실"
584,하이힐,2014.6.3,2750311500,0.20%,2750311500,341634,341634,385,16750,장차앤코,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"범죄,액션",장진,"이 동 길,차승원,오정세,이솜,고경표,박성웅,박장진,가은희,박준영,장진,신성훈,정찬미,이도연,최성환,이상화,홍세라,이언정,홍희정,이윤경,이은영,이은지,이종원,김소연,김인호,김진주,민준호,박상우,송영창,김병옥,이엘,김원해,이해영,안길강,조복래,이용녀,이황의"
585,"경성학교: 사라진 소녀들",2015.6.18,2749609100,0.20%,2749609100,356415,356415,489,18520,"청년필름(주),비밀의화원",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"미스터리,드라마",이해영,"박보영,엄지원,박소담,공예지,주보비,박성연,심희섭,고원희,박주희,이혜리,박지선,조원철,최영근,최지명,신수연,김경애,김대성,김대호,오현정,김동현,이다희,황석영,이연정,이예은,이은경,윤정미,서미지,목규리"
586,커플즈,2011.11.2,2705566500,0.20%,2705566500,360045,360045,387,19564,"시오필름(주),(주)바른손이앤에이",(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",정용기,"공형진,김주혁,이윤지,이시영,오정세,강대영,조성걸,최정화,김형근,조달환,배슬기,조한철,김건우,정광재,최고운,이진,윤석진,정정숙,임동현,전수지,김지운"
587,싱글라이더,2017.2.22,2685519021,0.20%,2685519021,351276,351276,576,16746,(주)퍼펙트스톰필름,"워너브러더스 코리아(주)",15세이상관람가,드라마,이주영,"진남수,이병헌,공효진,안소희,장요한,최병구,이상원,연송하"
588,7호실,2017.11.15,2677284639,0.10%,2677284639,347790,347790,629,21846,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,이용승,"신하균,도경수,김동영,김종수,김종구,박수영,전석호,황정민,정희태,김도윤,정승길,박소영,조민성,윤세현,이광기,이재혁,김성종,우지현"
