기간별 박스오피스 검색 리스트(2012.2 - 2018.7),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
rank,movieNm,movieCd,profit,profitPercent,profitAcc,audiCnt,audiAcc,scrnCnt,showCnt,nation,nations,maker,provier,rating , genre,director,actor
1678,해피 어게인,2018-03-28,104133900,0,106162900,14134,14454,98,1454,미국,미국,,(주)엣나인필름,15세이상관람가,드라마,커트 보엘커,"J.K. 시몬스,줄리 델피,조쉬 위긴스,오데야 러쉬"
1679,갬빗,2013-11-28,95213128,0,95213128,14426,14426,94,1227,미국,미국,,(주)나이너스엔터테인먼트,15세이상관람가,"코미디,범죄",마이클 호프만,"콜린 퍼스,카메론 디아즈"
1680,리틀 보이,2015-12-10,100778300,0,100778300,14343,14343,143,1371,미국,"미국,멕시코",,메가박스중앙(주)플러스엠,12세이상관람가,"드라마,전쟁",알레한드로 몬테베르드,"제이콥 살바티,에밀리 왓슨,캐리-히로유키 타가와,마이클 라파포트,케빈 제임스,데이빗 헨리,톰 윌킨슨"
1681,위로공단,2015-08-13,107167800,0,107167800,14337,14337,34,1098,한국,한국,반달,(주)엣나인필름,15세이상관람가,다큐멘터리,임흥순,"강명자,김영미,김진숙,권수정,신순애,이성옥,장영선"
1682,헤이츠,2012-12-06,98671000,0,98671000,14334,14334,75,1325,미국,"미국,캐나다",,(주)나이너스엔터테인먼트,15세이상관람가,"스릴러,공포(호러)",마크 톤데라이,"제니퍼 로렌스,엘리자베스 슈,맥스 티에리옷"
1683,"알로, 슈티",2015-07-02,115129400,0,115129400,14289,14289,33,746,프랑스,프랑스,,"(주)프레인글로벌,(주)콘텐츠판다",12세이상관람가,코미디,대니 분,"카드 메라드,대니 분,조 펠릭스,안네 마리빈"
1684,유니콘 원정대: 비밀의 다이어리,2018-06-21,109649600,0,109649600,14261,14261,235,1157,인도,인도,,(주)팝엔터테인먼트,전체관람가,애니메이션,카말 반살,
1685,개구리왕국 2,2017-03-23,99741700,0,99741700,14236,14236,171,819,중국,중국,,예지림엔터테인먼트,전체관람가,애니메이션,펭 페이,"사문영,이경태,임주현,홍진욱,윤세웅,이현"
1686,호비와 엄마나무섬의 비밀,2015-07-02,97809500,0,97809500,14234,14234,74,820,일본,일본,,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,히라바야시 이사무,
1687,아노말리사,2016-03-30,115767000,0,115767000,14229,14229,93,1401,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"애니메이션,코미디,판타지","찰리 카우프만,듀크 존슨","데이빗 듈리스,제니퍼 제이슨 리,톰 누난"
1688,범죄소년,2012-11-22,94509800,0,94509800,14188,14188,56,1313,한국,한국,"국가인권위원회,(주)영화사 남원",타임스토리그룹(주),15세이상관람가,드라마,강이관,"이정현,김근영,서영주,이헌기,인승만,임명진,임종인,임태섭,장민웅,전영철,전예진,정미현,정태욱,최영식,김성무,최준경,이병석,이성민,이성택,박성훈,배종대,서준혁,신홍섭,배성우,정석용,서영화,지대한"
1689,아티스트 봉만대,2013-08-29,93817000,0,93817000,14188,14188,131,1795,한국,한국,골든타이드픽처스(주),씨너스엔터테인먼트(주),청소년관람불가,코미디,봉만대,"봉만대,곽현화,성은,이파니,류재영,이선호"
1690,산이 울다,2016-05-25,105806700,0,105806700,14055,14055,107,1816,중국,중국,,(주)팝엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",래리 양,"량예팅,왕쯔이"
1691,"아이, 토냐",2018-03-08,82149900,0,114741400,10316,14002,187,1850,미국,미국,,"(주)영화사 진진,(주)누리픽쳐스",청소년관람불가,드라마,크레이그 질레스피,"마고 로비,세바스찬 스탠,앨리슨 제니,보자나 노바코빅"
1692,네이든,2015-06-25,106437400,0,106437400,13984,13984,49,900,영국,영국,,(주)블룸즈베리리소시스리미티드,12세이상관람가,드라마,모건 매튜스,"아사 버터필드,샐리 호킨스,라프 스팰"
1693,프로즌 그라운드,2014-02-06,104668500,0,104668500,13979,13979,88,1295,미국,미국,"그린스톤픽처스,에멋 플라 필름",(주)박수엔터테인먼트,청소년관람불가,"스릴러,범죄",스콧 워커,"니콜라스 케이지,존 쿠삭,바네사 허진스,라다 미첼,조디 린 오키프,50 센트"
1694,해피 홀리데이,2015-05-14,105913800,0,105913800,13939,13939,102,1405,영국,영국,,(주)스톰픽쳐스코리아,12세이상관람가,"코미디,드라마","앤디 해밀턴,가이 젠킨","로자먼드 파이크,데이빗 테넌트,빌리 코놀리"
1695,올 이즈 로스트,2013-11-07,102751500,0,102751500,13885,13885,33,857,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,J.C 챈더,로버트 레드포드
1696,황금시대,2014-10-16,100258100,0,100258100,13858,13858,58,969,중국,중국,,판씨네마(주),12세이상관람가,드라마,허안화,"탕웨이,풍소봉,왕지문"
1697,미스터 터너,2015-01-22,106149883,0,106149883,13816,13816,29,570,영국,"영국,프랑스,독일",,(주)영화사 진진,청소년관람불가,드라마,마이크 리,"티모시 스폴,폴 제슨,도로시 앳킨슨,마리온 베일리"
1698,디시에르토,2016-10-05,103452500,0,103452500,13812,13812,119,2321,멕시코,"멕시코,프랑스",,(주)제이앤씨미디어그룹,15세이상관람가,"드라마,스릴러",조나스 쿠아론,"가엘 가르시아 베르날,제프리 딘 모건,디에고 카타노,마르코 페레즈"
1699,돌아온다,2017-12-07,89005300,0,89005300,13742,13742,58,901,한국,한국,(주)꿈길제작소,(주)더블앤조이픽쳐스,12세이상관람가,드라마,허철,"김유석,손수현,리우진,박병은,허상진"
1700,오직 사랑뿐,2018-02-08,107423818,0,107423818,13719,13719,105,1290,영국,영국,,(주)팝엔터테인먼트,12세이상관람가,"드라마,멜로/로맨스",엠마 아산테,"로자먼드 파이크,데이빗 오예로워,잭 데이븐포트"
1701,어느 예술가의 마지막 일주일,2013-06-20,95917000,0,95917000,13688,13688,19,651,프랑스,"프랑스,독일,벨기에",,프리비젼엔터테인먼트,15세이상관람가,드라마,"마르잔 사트라피,뱅상 파로노","마티유 아말릭,마리아 드 메데이로스,이사벨라 로셀리니"
1702,터미네이터 2 : 심판의 날 감독판,2013-11-14,98683000,0,98683000,13664,13664,47,878,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"액션,SF,스릴러",제임스 카메론,"아놀드 슈왈제네거,린다 해밀턴,에드워드 펄롱"
1703,류이치 사카모토: 코다,2018-06-14,117652400,0,117652400,13660,13660,49,1115,일본,일본,,주식회사 씨네룩스,전체관람가,다큐멘터리,스티븐 쉬블,사카모토 류이치
1704,눈발,2017-03-01,120313800,0,120313800,13640,13640,69,824,한국,한국,명필름랩,(주)리틀빅픽쳐스,15세이상관람가,드라마,조재민,"진영,지우,박진영,서수민,정현경,이윤희"
1705,아가씨(확장판),,104224200,0,104224200,13633,13633,21,487,한국,한국,,,청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형"
1706,피치 퍼펙트,2013-03-28,90850000,0,90850000,13537,13537,143,2154,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,멜로/로맨스",제이슨 무어,"안나 켄드릭,스카이라 애스틴,브리타니 스노우"
1707,와와의 학교 가는 날,2016-10-27,71051800,0,71051800,13506,13506,48,783,중국,중국,,(주)마노엔터테인먼트,전체관람가,드라마,펑천,"딩지아리,아나무랑,차오시웬"
1708,그 사람 추기경,2014-08-06,93707100,0,93707100,13448,13448,43,784,한국,한국,평화방송,(주)씨타마운틴픽쳐스,전체관람가,다큐멘터리,전성우,"김수환,김영균"
1709,우주로봇 씨어,2015-03-12,89990900,0,89990900,13426,13426,185,931,중국,중국,,"(주)마인스 엔터테인먼트,(유)영화사 화수분",전체관람가,애니메이션,"왕장준,부걸","엄상현,김성연,안장혁"
1710,48미터,2013-07-04,102714000,0,102714000,13418,13418,35,950,한국,한국,한엔터테인먼트,씨제이이앤엠(주),15세이상관람가,드라마,민백두,"박효주,이진희,하석,조한철,김광현,김용진,주민하"
1711,파닥파닥,2012-07-25,88156900,0,88156900,13407,13407,51,1001,한국,한국,(주)이대희 애니메이션스튜디오,"씨제이이앤엠(주),㈜인디스토리",12세이상관람가,애니메이션,이대희,"김현지,안영미,현경수,이호산,시영준,이서준"
1712,베스트 오브 미,2015-06-18,100915600,0,100915600,13399,13399,118,1422,미국,미국,,메가박스중앙(주)플러스엠,15세이상관람가,"드라마,멜로/로맨스",마이클 호프만,"미셸 모나한,제임스 마스던,라이아나 리버라토,루크 브레이시"
1713,용순,2017-06-08,97918200,0,97918200,13344,13344,126,2559,한국,한국,(주)아토,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,신준,"이수경,최덕문,박근록,김동영,장햇살,최여진,김한나,박운아,박지연,유리,윤혜인,윤혜인,최은화,이수정,이예진"
1714,토마스와 친구들: 그레이트 레이스,2017-11-30,98705400,0,98705400,13314,13314,249,1391,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,데이비드 스토튼,
1715,나이트폴,2012-09-27,99076000,0,99076000,13307,13307,108,1851,홍콩,"홍콩,중국",,(주)나이너스엔터테인먼트,청소년관람불가,"액션,스릴러,범죄",주현량,"장가휘,임달화"
1716,조난자들,2014-03-06,90632500,0,101958500,11783,13190,46,1211,한국,한국,스톤워크,씨제이이앤엠(주),15세이상관람가,"미스터리,스릴러",노영석,"전석호,오태경,최무성,임왕섭,이성수,김욱,임형국,이란희"
1717,랜드 오브 마인,2017-04-06,97852400,0,97852400,13149,13149,97,1476,덴마크,"덴마크,독일",,"(주)싸이더스,아이 엠",15세이상관람가,"드라마,전쟁",마틴 잔드블리엣,"미켈 보엘 폴스라르,루이스 호프만,조엘 바스만"
1718,런던 프라이드,2017-04-27,100642200,0,100642200,13130,13130,37,828,영국,영국,,(주)영화사 진진,15세이상관람가,"코미디,드라마",매튜 워처스,"빌 나이,이멜다 스턴톤,도미닉 웨스트,패디 콘시딘,앤드류 스캇,조지 맥케이,조셉 길건"
1719,블랙버드,2015-01-28,97711400,0,97711400,13130,13130,135,2007,미국,미국,,(주)영화사 빅,15세이상관람가,드라마,지나 프린스-바이스우드,"구구 바샤-로,네이트 파커,미니 드라이버"
1720,어우동: 주인 없는 꽃,2015-01-29,68421000,0,68421000,13123,13123,19,384,한국,한국,"(유)조이앤컨텐츠그룹,㈜리필름",(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,이수성,"백도빈,송은채,여욱환,남경읍,이종민,이탁건,임준혁,장현희,정서경,박종환,정지나,조경민,주창욱,서재호,최충열,송유진,양정민,이건우,이광기,김선웅,김아람,이상헌,이성근,황소라,황정훈,황주호,정태성"
1721,할리데이,2014-10-16,96600000,0,96600000,13073,13073,147,1921,영국,영국,,(주)영화사 빅,15세이상관람가,"뮤지컬,멜로/로맨스","맥스 기와,다니아 파스퀴니","한나 아터튼,애나벨 스콜리,그렉 와이즈,줄리오 베루티"
1722,"안녕, 전우치! 도술로봇대결전",2015-10-08,92435600,0,92435600,13055,13055,173,1076,한국,한국,"(주)얼리버드픽쳐스,(주)쏘울 크리에이티브",(주)리틀빅픽쳐스,전체관람가,애니메이션,김대창,"김율,김새해,정선혜"
1723,사랑은 타이핑 중!,2013-05-22,88024561,0,88024561,13029,13029,114,1817,프랑스,프랑스,,판씨네마(주),15세이상관람가,"멜로/로맨스,코미디",레지스 르왕사르,"로맹 뒤리스,데보라 프랑수아,베레니스 베조"
1724,온리 유,2015-10-15,96822200,0,96822200,12990,12990,111,1315,중국,중국,,(주)영화사 빅,15세이상관람가,"멜로/로맨스,코미디",장하오,"탕웨이,요범"
1725,세이빙 미스터 뱅크스,2014-04-03,101282300,0,101282300,12957,12957,56,1354,미국,"미국,영국,호주",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,"코미디,드라마",존 리 행콕,"톰 행크스,엠마 톰슨,콜린 파렐"
1726,시선,2014-04-16,92023000,0,92023000,12950,12950,112,1696,한국,한국,"크로스픽쳐스(주),드림타워",(주)나이너스엔터테인먼트,12세이상관람가,드라마,이장호,"오광록,박용식,김민경,홍성춘,이영숙,남동하,이희범,정민구,조영미,조치언,이병기,이상민,하민호,이수경,이승희,민병국,서은채"
1727,새 구두를 사야해,2013-04-25,92653000,0,92653000,12891,12891,25,695,일본,일본,,(주)영화사 진진,12세이상관람가,"멜로/로맨스,드라마",키타가와 에리코,"나카야마 미호,무카이 오사무,키리타이 미레이,아야노 고"
1728,아바타 정글의 비밀,2014-03-27,86145900,0,86145900,12876,12876,162,846,중국,중국,,(주)팝엔터테인먼트,전체관람가,"애니메이션,액션,어드벤처",슈커,"이장원,김하영"
1729,내 슬픈 창녀들의 추억,2012-07-19,77177500,0,77177500,12827,12827,15,449,멕시코,"멕시코,스페인,덴마크,미국",,CGV아트하우스,청소년관람불가,드라마,헨닝 칼슨,"에밀리오 에체바리아,제랄딘 채플린,안젤라 몰리나"
1730,킥 애스 2 : 겁없는 녀석들,2013-10-17,92028000,0,92028000,12827,12827,152,2158,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,코미디,범죄",제프 와드로,"클로이 모레츠,애런 존슨,짐 캐리,크리스토퍼 민츠 플라세"
1731,브로큰 시티,2013-04-04,92263000,0,92263000,12771,12771,80,1359,미국,미국,,(주)팝파트너스,15세이상관람가,"범죄,액션",알렌 휴즈,"러셀 크로우,캐서린 제타-존스,마크 월버그"
1732,코스모폴리스,2013-06-27,96450200,0,96450200,12769,12769,27,779,캐나다,"캐나다,프랑스,포르투갈,이탈리아",,(주)더블앤조이픽쳐스,청소년관람불가,드라마,데이빗 크로넨버그,"로버트 패틴슨,줄리엣 비노쉬,폴 지아마티,제이 바루첼,케빈 두런드,사만다 모튼"
1733,아유레디?,2013-09-26,87050500,0,87050500,12767,12767,21,846,한국,한국,더패스오브라이프,(주)나이너스엔터테인먼트,12세이상관람가,다큐멘터리,허원,"장광,고형원,성현경"
1734,디태치먼트,2014-05-08,96267900,0,96267900,12736,12736,41,1014,미국,미국,,(주)프레인글로벌,청소년관람불가,드라마,토니 케이,"애드리언 브로디,마샤 게이 하든,크리스티나 헨드릭스,루시 리우,제임스 칸,브라이언 크랜스톤"
1735,콰르텟,2013-03-28,90236000,0,90236000,12717,12717,37,832,영국,영국,,㈜영화사 백두대간,12세이상관람가,"코미디,드라마",더스틴 호프만,"매기 스미스,마이클 갬본,빌리 코놀리,폴린 콜린스,톰 커트니"
1736,유아 넥스트,2014-08-07,104015900,0,104015900,12714,12714,78,723,미국,미국,,㈜영화사 백두대간,청소년관람불가,"공포(호러),액션",아담 윈가드,"샤니 빈슨,AJ 보웬,조 스완버그,롭 모란"
1737,사다코 2,2014-03-13,92668200,0,92668200,12696,12696,100,1246,일본,일본,,(주)미디어데이,15세이상관람가,공포(호러),하나부사 츠토무,"타키모토 미오리,세토 코지,야마모토 유스케"
1738,럼 다이어리,2012-09-20,91844000,0,91844000,12685,12685,126,2092,미국,미국,,(주)마인스 엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",브루스 로빈슨,"조니 뎁,아론 에크하트,엠버 허드"
1739,중2병이라도 사랑이 하고 싶어! 극장판,2014-02-06,83261500,0,83261500,12664,12664,32,534,일본,일본,,(주)머스트씨무비,전체관람가,"애니메이션,멜로/로맨스",이시하라 타츠야,"후쿠야마 준,안현서,우치다 마아야"
1740,서버비콘,2018-07-12,105695500,0,105695500,12646,12646,101,1224,미국,미국,,(주)영화사 진진,15세이상관람가,"범죄,미스터리",조지 클루니,"맷 데이먼,줄리안 무어,노아 주프,오스카 아이삭"
1741,극장판 토리코 : 미식신의 스페셜메뉴,2013-11-28,83206000,0,83206000,12635,12635,38,351,일본,일본,,(주)미디어데이,전체관람가,"애니메이션,어드벤처",자코 아키후미,"성완경,양정화,구자형"
1742,시인의 사랑,2017-09-14,97464900,0,97464900,12547,12547,119,2337,한국,한국,"(주)영화사진,(주)미인픽쳐스",CGV아트하우스,15세이상관람가,드라마,김양희,"양익준,전혜진,정가람,이은주,허건우,이지은,홍연이,이한나"
1743,호두까기 인형: 장난감 왕국 대모험,2016-12-15,87481400,0,87481400,12542,12542,96,557,페루,페루,,THE 픽쳐스,전체관람가,애니메이션,에두와르도 슐츠,
1744,엔딩노트,2012-11-29,87946000,0,87946000,12532,12532,14,666,일본,일본,,(주)영화사 진진,전체관람가,"드라마,다큐멘터리",마미 스나다,
1745,미스터 라잇,2016-06-16,92430800,0,92430800,12465,12465,92,1181,미국,미국,,(주)누리픽쳐스,청소년관람불가,"액션,코미디,멜로/로맨스",파코 카베자스,"안나 켄드릭,샘 록웰,팀 로스"
1746,소나기,2017-08-31,79562808,0,79562808,12465,12465,151,1382,한국,한국,"(주)연필로명상하기,한국교육방송공사 EBS",(주)리틀빅픽쳐스,전체관람가,애니메이션,안재훈,"노강민,신은수,최상현,최윤재,이상욱,이현우"
1747,폴라로이드,2015-07-16,82417500,0,82417500,12457,12457,27,169,한국,"한국,중국",(주)아우라씨엔씨,와이드 릴리즈(주),전체관람가,"드라마,가족",주호성,"양범,조민서,윤주상,이한위,안병경,강이슬,김길수,김목현,김윤수,김응민,김정아,김태용,김현수,박찬효,서동기,유가영,장나라,정숙향,정윤지,정재연,주호성,차소정,최예원,한동헌,황서인,황서인"
1748,"다시, 뜨겁게 사랑하라!",2013-01-03,93050500,0,93050500,12445,12445,34,765,덴마크,"덴마크,스웨덴",,(주)마인스 엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",수잔 비에르,"피어스 브로스넌,트린 디어홈,킴 보드니아,파프리카 스틴"
1749,세션 : 이 남자가 사랑하는 법,2013-01-17,98352500,0,98352500,12430,12430,15,557,미국,미국,,이십세기폭스코리아(주),청소년관람불가,드라마,벤 루윈,"존 혹스,헬렌 헌트,윌리엄 H. 머시,문 블러드굿"
1750,아직 끝나지 않았다,2018-06-21,101717700,0,101717700,12430,12430,70,1123,프랑스,프랑스,,판씨네마(주),15세이상관람가,"드라마,스릴러",자비에 르그랑,"레아 드루케,드니 메노셰,토마 지오리아,마틸드 오느뵈"
1751,업 포 러브,2016-12-21,97633300,0,97633300,12422,12422,64,985,프랑스,프랑스,,(주)엣나인필름,15세이상관람가,"멜로/로맨스,코미디",로랑 티라르,"장 뒤자르댕,비르지니 에피라"
1752,익스트림 No.13,2012-10-03,88072516,0,88072516,12408,12408,108,2033,미국,미국,,(주)팝파트너스,청소년관람불가,스릴러,겔라 바블루아니,"제이슨 스타뎀,알렉산더 스카스가드,미키 루크,50 센트,레이 윈스톤,샘 라일리"
1753,오 마이 파파,2016-11-10,86487600,0,86487600,12269,12269,36,650,한국,한국,(주)하이하버픽쳐스,(주)모멘텀엔터테인먼트,전체관람가,다큐멘터리,박혁지,
1754,시스터,2012-08-09,91388500,0,91388500,12265,12265,22,605,프랑스,"프랑스,스위스",,그린나래미디어(주),12세이상관람가,드라마,우슬라 마이어,"레아 세이두,캐시 모텟 클레인,질리언 앤더슨,마틴 콤스턴"
1755,밤의 이야기,2012-11-29,92311000,0,92311000,12254,12254,21,755,프랑스,프랑스,,데이지엔터테인먼트,전체관람가,"애니메이션,판타지",미셸 오슬로,"줄리엔 베라미스,마리엔 그리셋"
1756,피쉬와 칩스 극장판,2014-03-06,81580400,0,82444400,12038,12146,158,729,호주,호주,,"(주)마인스 엔터테인먼트,(유)영화사 화수분",전체관람가,애니메이션,댄 크레치,"존 레귀자모,마리오 캔톤,엄상현,김영선"
1757,도성풍운 3,2016-11-30,67033500,0,67033500,12135,12135,51,320,홍콩,홍콩,,(주)드림팩트엔터테인먼트,15세이상관람가,"코미디,드라마",왕정,"주윤발,유덕화"
1758,타투,2015-12-10,99263100,0,99263100,12103,12103,133,1224,한국,한국,"(주)다세포클럽,(주)코리아스토리",와이드 릴리즈(주),청소년관람불가,스릴러,이서,"송일국,윤주희,권현상,서영,조혜인,조훈휘,최상민,허윤원,김수환,김은희,김지은,박범준,안지호,이은주,한제인,한기중,박지수"
1759,토마스와 친구들: 블루마운틴 미스터리,2013-10-17,80186500,0,80186500,12054,12054,49,892,영국,영국,,(주)팝엔터테인먼트,전체관람가,애니메이션,그렉 티어넌,
1760,쿵푸 요가,2017-03-29,91563500,0,91563500,12048,12048,108,1291,중국,"중국,인도",,브릿지웍스 엔터테인먼트(주),12세이상관람가,"액션,어드벤처,코미디",당계례,"성룡,레이"
1761,돈 존,2014-01-09,96323000,0,96323000,12044,12044,49,839,미국,미국,,(주)미디어데이,청소년관람불가,"코미디,드라마,멜로/로맨스",조셉 고든 레빗,"조셉 고든 레빗,스칼렛 요한슨,줄리안 무어,토니 단자"
1762,스코어: 영화음악의 모든 것,2017-10-19,95563500,0,95563500,12032,12032,34,675,미국,미국,,(주)라이크 콘텐츠,전체관람가,다큐멘터리,맷 슈레이더,
1763,결혼하지 않아도 괜찮을까,2015-04-09,98104500,0,98104500,12003,12003,27,904,일본,일본,,프리비젼엔터테인먼트,12세이상관람가,드라마,미노리카와 오사무,"시바사키 코우,마키 요코,테라지마 시노부"
1764,내 친구 정일우,2017-10-26,76225100,0,76225100,11969,11969,80,1486,한국,한국,푸른영상,(주)시네마달,전체관람가,다큐멘터리,김동원,"박문수,박준,이재희,김동원"
1765,내가 고백을 하면,2012-11-15,91430000,0,91430000,11969,11969,37,988,한국,한국,"(주)영화사 조제,(주)스폰지이엔티",(주)마인스 엔터테인먼트,15세이상관람가,"멜로/로맨스,드라마",조성규,"김태우,예지원,장민관,한성근,이인경,박지홍,안지혜,윤혜리"
1766,리틀 맨하탄,2018-06-27,96947500,0,96947500,11909,11909,142,2024,미국,미국,,(주)영화사 빅,전체관람가,멜로/로맨스,마크 레빈,"조쉬 허처슨,찰리 레이,신시아 닉슨,브래들리 휘트포드"
1767,케이크메이커,2018-05-24,96832400,0,96832400,11876,11876,66,1007,독일,독일,,알토미디어(주),15세이상관람가,"드라마,멜로/로맨스",오피르 라울 그라이저,"사라 애들러,팀 칼코프,로이 밀러"
1768,페어리테일: 봉황의 무녀,2013-02-28,79291500,0,79291500,11830,11830,50,437,일본,일본,,(주)나이너스엔터테인먼트,전체관람가,"애니메이션,판타지",후지모리 마사야,
1769,주키퍼스 와이프,2017-10-12,90190446,0,90190446,11795,11795,100,1705,미국,"미국,영국",,(주)영화사 빅,12세이상관람가,"드라마,전쟁",니키 카로,"제시카 차스테인,다니엘 브륄,요한 헬덴베르그"
1770,현기증,2014-11-06,79449300,0,79449300,11785,11785,71,1300,한국,한국,(주)한이야기,메가박스중앙(주)플러스엠,청소년관람불가,"가족,드라마",이돈구,"김영애,송일국,도지원,김소은,정원석,한명수,김보경,이민지,김재화,김학선,한제인,남연우,김근영"
1771,겁쟁이 페달: 더 무비,2016-01-14,83591192,0,83591192,11777,11777,52,905,일본,일본,,(주)미디어캐슬,전체관람가,애니메이션,나가누마 노리히로,
1772,해피 해피 브레드,2012-06-28,86666500,0,86666500,11776,11776,13,529,일본,일본,,씨네21아이(주),전체관람가,드라마,미시마 유키코,"하라다 토모요,오오이즈미 요,히라오카 유타,미츠이시 켄"
1773,차가운 장미,2014-05-29,90177000,0,90177000,11744,11744,22,525,프랑스,프랑스,,(주)티캐스트콘텐츠허브,15세이상관람가,드라마,필립 클로델,"다니엘 오떼유,크리스틴 스콧 토마스"
1774,닐스의 모험,2014-02-27,61422500,0,79564900,9004,11738,107,651,일본,일본,,에이원엔터테인먼트,전체관람가,"애니메이션,어드벤처,판타지,가족",오시이 마모루,
1775,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,89425500,0,89425500,11735,11735,194,1048,한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"양정화,엄상현,이소영"
1776,야곱 신부의 편지,2012-05-10,81051000,0,81221000,11697,11733,33,874,핀란드,핀란드,,뉴원시네마,12세이상관람가,드라마,클라우스 해로,"카리나 하자드,헤이키 노우시아이넨,카이자 파카리넨"
1777,썸니아,2016-05-25,93045045,0,93045045,11708,11708,200,1559,미국,미국,,(주)박수엔터테인먼트,15세이상관람가,"판타지,공포(호러)",마이크 플래너건,"케이트 보스워스,토마스 제인,제이콥 트렘블레이"
1778,미니 자이언트,2016-01-28,72748500,0,72748500,11703,11703,137,1480,영국,영국,,(주)박수엔터테인먼트,전체관람가,"애니메이션,가족,다큐멘터리",마크 브라운로우,
1779,소명 하늘의 별,2013-03-21,75082000,0,75082000,11666,11666,33,627,한국,한국,신현원프로덕션,(주)에스피엠,12세이상관람가,다큐멘터리,신현원,"송채환,조태환,오순옥,조하은,조예은"
1780,검은손,2015-04-16,89815665,0,89815665,11650,11650,178,2572,한국,한국,골든타이드픽처스(주),(주)스톰픽쳐스코리아,청소년관람불가,공포(호러),박재식,"김성수,한고은,배그린,신정선,전현숙,서범석,한성아,이철민,유하복,차은재"
1781,"러브, 어게인",2017-11-16,89873800,0,89873800,11628,11628,177,1494,미국,미국,,(주)이수C&E,12세이상관람가,"드라마,코미디,멜로/로맨스",핼리 메이어스-샤이어,"리즈 위더스푼,마이클 쉰,피코 알렉산더,냇 울프,존 루드니츠키,캔디스 버겐"
1782,아뉴스 데이,2017-03-30,83570100,0,83570100,11611,11611,40,700,프랑스,프랑스,,찬란,15세이상관람가,드라마,앤 폰테인,루 드 라쥬
1783,트립 투 스페인,2018-05-17,91615317,0,91615317,11596,11596,60,845,영국,영국,,아이 엠,15세이상관람가,코미디,마이클 윈터바텀,"스티브 쿠건,롭 브라이든"
1784,두 개의 사랑,2017-12-28,91501200,0,91501200,11592,11592,49,693,프랑스,프랑스,,(주)팝엔터테인먼트,청소년관람불가,스릴러,프랑수아 오종,"마린 백트,제레미 레니에"
1785,지미스 홀,2014-10-09,85736500,0,85736500,11555,11555,34,890,영국,"영국,아일랜드,프랑스",,그린나래미디어(주),12세이상관람가,드라마,켄 로치,"배리 워드,시모네 커비,앤드류 스캇,짐 노튼"
1786,심플 라이프,2012-11-22,85876500,0,85876500,11539,11539,21,556,홍콩,홍콩,,(주)미로비젼,전체관람가,드라마,허안화,"유덕화,엽덕한"
1787,슈퍼히어로,2013-07-31,73775500,0,73775500,11516,11516,74,652,페루,페루,,(주)영화사 빅,전체관람가,"애니메이션,SF,어드벤처",에두와르도 슐츠,
1788,나의 살던 고향은,2016-11-24,84972100,0,84972100,11507,11507,62,879,한국,한국,후즈닷컴,(주)시네마달,전체관람가,다큐멘터리,류종헌,김용옥
1789,황제펭귄 펭이와 솜이,2012-08-08,81711500,0,81711500,11493,11493,55,982,한국,한국,(주)MBC,(주)씨타마운틴픽쳐스,전체관람가,다큐멘터리,"김진만,김재영",송중기
1790,사랑이 이끄는 대로,2016-09-01,87786900,0,87786900,11491,11491,45,701,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,코미디,끌로드 를르슈,"장 뒤자르댕,엘자 질버스타인"
1791,비지터,2012-11-08,84012100,0,88742600,10984,11479,10,324,미국,미국,,프리비젼엔터테인먼트,전체관람가,"드라마,코미디",토마스 맥카시,"리차드 젠킨스,하즈 슬레이만,다네이 거라이라,히암 압바스"
1792,마일스,2016-08-10,92924983,0,92924983,11382,11382,52,670,미국,미국,,(주)영화사 빅,청소년관람불가,드라마,돈 치들,"돈 치들,이완 맥그리거,마이클 스털버그"
1793,오 루시!,2018-06-28,89578900,0,89578900,11359,11359,114,1173,미국,미국,,(주)엣나인필름,15세이상관람가,"멜로/로맨스,코미디",히라야나기 아츠코,"테라지마 시노부,조쉬 하트넷,야쿠쇼 코지"
1794,애수,,22164000,0,26023000,10242,11328,2,137,미국,미국,,,전체관람가,"드라마,전쟁,멜로/로맨스",머빈 르로이,"비비안 리,로버트 테일러"
