개봉일람 검색,,,,,,,,,,,,,,,,,
검색조건:[조회기간:2011년~2018년 대표국적:전체 영화구분:전체 영화유형:개봉영화],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
107 ,너의 이름은.,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,개봉영화,장편,일본,947 ,29248867156,"3,637,122 ",9352306256,"1,124,392 ",애니메이션,12세이상관람가,상업영화
108 ,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,496 ,28518443148,"3,610,642 ",10024307548,"1,228,273 ",코미디,12세이상관람가,상업영화
109 ,귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,876 ,27245051990,"3,586,523 ",6310471892,"801,788 ",드라마,15세이상관람가,상업영화
110 ,리얼 스틸,숀 레비,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,개봉영화,장편,미국,603 ,26566677000,"3,579,666 ",8578776500,"1,090,591 ",액션,12세이상관람가,상업영화
111 ,라라랜드,다미엔 차젤레,,판씨네마(주),판씨네마(주),2016-12-07,개봉영화,장편,미국,727 ,29833347594,"3,572,327 ",13062496194,"1,526,941 ",드라마,12세이상관람가,상업영화
112 ,신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,개봉영화,장편,한국,794 ,28777712256,"3,562,123 ",8104315156,"965,372 ",범죄,청소년관람불가,상업영화
113 ,코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,"1,177 ",27685609440,"3,510,040 ",8547812240,"1,024,250 ",애니메이션,전체관람가,상업영화
114 ,부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,453 ,25878110500,"3,450,941 ",7619815000,"972,059 ",드라마,15세이상관람가,상업영화
115 ,끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,645 ,27006007900,"3,450,143 ",7567987400,"927,324 ",액션,15세이상관람가,상업영화
116 ,비긴 어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,개봉영화,장편,미국,213 ,27096673061,"3,427,464 ",10856208161,"1,324,469 ",멜로/로맨스,15세이상관람가,다양성영화
117 ,스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-09-05,개봉영화,장편,한국,785 ,24436429305,"3,423,920 ",5483475805,"733,029 ",액션,15세이상관람가,상업영화
118 ,그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,862 ,27441489382,"3,417,677 ",6258257482,"759,455 ",코미디,12세이상관람가,상업영화
119 ,맨 인 블랙 3,배리 소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,개봉영화,장편,미국,770 ,27301520070,"3,379,762 ",9258393070,"1,068,672 ",액션,12세이상관람가,상업영화
120 ,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568 ,24867023000,"3,375,735 ",10488833000,"1,368,822 ",멜로/로맨스,15세이상관람가,상업영화
121 ,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,개봉영화,장편,미국,"1,057 ",24216987019,"3,324,861 ",5558252919,"723,552 ",애니메이션,전체관람가,상업영화
122 ,데드풀,팀 밀러,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-02-17,개봉영화,장편,미국,"1,036 ",27595618651,"3,317,196 ",9150924002,"1,062,535 ",액션,청소년관람불가,상업영화
123 ,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,"1,140 ",25532214986,"3,280,243 ",6409220686,"796,658 ",코미디,12세이상관람가,상업영화
124 ,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940 ,28353796331,"3,273,879 ",9631617574,"1,047,074 ",액션,12세이상관람가,상업영화
125 ,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,983 ,26449334694,"3,247,558 ",7328474894,"864,171 ",액션,15세이상관람가,상업영화
126 ,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,"1,113 ",26546725129,"3,239,371 ",7364611329,"852,065 ",액션,15세이상관람가,상업영화
127 ,그래비티,알폰소 쿠아론,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,개봉영화,장편,미국,636 ,31484135600,"3,227,452 ",14128973600,"1,311,034 ",SF,12세이상관람가,상업영화
128 ,캐리비안의 해적: 낯선 조류,롭 마샬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,개봉영화,장편,미국,960 ,27279967500,"3,130,046 ",8991119500,"977,452 ",액션,12세이상관람가,상업영화
129 ,퀵,조범구,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-07-20,개봉영화,장편,한국,512 ,22960890000,"3,125,069 ",5353417500,"692,405 ",코미디,15세이상관람가,상업영화
130 ,감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",,아이러브시네마,2013-08-14,개봉영화,장편,한국,806 ,21784202000,"3,119,023 ",4692878000,"638,882 ",드라마,15세이상관람가,상업영화
131 ,나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,"1,200 ",25116690113,"3,100,113 ",7162588413,"850,601 ",범죄,12세이상관람가,상업영화
132 ,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,개봉영화,장편,미국,"1,357 ",24975495122,"3,049,894 ",7206844722,"839,897 ",액션,12세이상관람가,상업영화
133 ,스물,이병헌,"(주)영화나무,(주)아이에이치큐",,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,개봉영화,장편,한국,926 ,23558988686,"3,044,134 ",5990587486,"740,243 ",코미디,15세이상관람가,상업영화
134 ,토르: 다크 월드,앨런 테일러,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,개봉영화,장편,미국,733 ,22525808500,"3,039,889 ",6890911500,"885,699 ",액션,12세이상관람가,상업영화
135 ,레드: 더 레전드,딘 패리소트,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,개봉영화,장편,미국,739 ,21511358970,"3,004,647 ",6308770970,"841,287 ",액션,15세이상관람가,상업영화
136 ,오싹한 연애,황인호,상상필름(주),,씨제이이앤엠(주),2011-12-01,개봉영화,장편,한국,469 ,21965313000,"3,001,530 ",6146203500,"797,727 ",공포(호러),12세이상관람가,상업영화
137 ,드래곤 길들이기 2,딘 데블로이스,,씨제이이앤엠(주),씨제이이앤엠(주),2014-07-23,개봉영화,장편,미국,829 ,23979935189,"3,000,056 ",6564340689,"751,931 ",애니메이션,전체관람가,상업영화
138 ,형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),2016-11-23,개봉영화,장편,한국,993 ,23129111893,"2,982,022 ",5484309343,"675,698 ",코미디,12세이상관람가,상업영화
139 ,친구 2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,개봉영화,장편,한국,968 ,21804687513,"2,971,475 ",5171825013,"675,887 ",액션,청소년관람불가,상업영화
140 ,26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,604 ,21241327145,"2,963,449 ",6121058611,"817,210 ",액션,15세이상관람가,상업영화
141 ,고지전,장훈,(주)티피에스컴퍼니,,(주)쇼박스,2011-07-20,개봉영화,장편,한국,585 ,21968557600,"2,945,137 ",6379632100,"817,904 ",드라마,15세이상관람가,상업영화
142 ,엑스맨: 아포칼립스,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-05-25,개봉영화,장편,미국,"1,262 ",24467887950,"2,938,818 ",7495864450,"847,621 ",액션,12세이상관람가,상업영화
143 ,프리즌,나현,(주)큐로홀딩스,,(주)쇼박스,2017-03-23,개봉영화,장편,한국,"1,047 ",23790276987,"2,931,897 ",5681060637,"679,455 ",범죄,청소년관람불가,상업영화
144 ,극비수사,곽경택,"(주)제이콘컴퍼니,(주)영화사 신세계",,(주)쇼박스,2015-06-18,개봉영화,장편,한국,894 ,22389535897,"2,860,786 ",5828885297,"717,981 ",드라마,15세이상관람가,상업영화
145 ,표적,창,"(주)바른손이앤에이,(주)용필름",,씨제이이앤엠(주),2014-04-30,개봉영화,장편,한국,665 ,22256359300,"2,841,788 ",5348606900,"652,750 ",액션,15세이상관람가,상업영화
146 ,앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-09-03,개봉영화,장편,미국,949 ,23502249937,"2,839,921 ",7332839937,"840,337 ",액션,12세이상관람가,상업영화
147 ,호빗: 다섯 군대 전투,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-12-17,개봉영화,장편,미국,926 ,24268487685,"2,836,774 ",7327248685,"809,402 ",어드벤처,12세이상관람가,상업영화
148 ,호빗: 뜻밖의 여정,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-12-13,개봉영화,장편,미국,"1,028 ",23436820716,"2,818,993 ",8241919216,"910,976 ",어드벤처,12세이상관람가,상업영화
149 ,메이즈 러너,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-09-18,개봉영화,장편,미국,648 ,21489367677,"2,812,427 ",6423264777,"805,570 ",액션,12세이상관람가,상업영화
150 ,빅 히어로,"돈 홀,크리스 윌리암스",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-01-21,개봉영화,장편,미국,825 ,21993119765,"2,801,949 ",6512949165,"772,249 ",애니메이션,전체관람가,상업영화
151 ,덩케르크,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-07-20,개봉영화,장편,미국,"1,252 ",24576771848,"2,792,705 ",9451418198,"989,011 ",액션,12세이상관람가,상업영화
152 ,혹성탈출: 진화의 시작,루퍼트 와이어트,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-08-17,개봉영화,장편,미국,514 ,20629757000,"2,773,794 ",6637598000,"849,251 ",액션,12세이상관람가,상업영화
153 ,메이즈 러너: 스코치 트라이얼,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-09-16,개봉영화,장편,미국,804 ,21596946349,"2,744,413 ",5743724849,"697,898 ",액션,12세이상관람가,상업영화
154 ,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-03,개봉영화,장편,미국,"1,218 ",23452674686,"2,735,719 ",7669006186,"854,131 ",액션,12세이상관람가,상업영화
155 ,내가 살인범이다,정병길,"(주)다세포클럽,(주)쇼박스",,(주)쇼박스,2012-11-08,개봉영화,장편,한국,547 ,20338948000,"2,721,903 ",6313599000,"809,580 ",액션,청소년관람불가,상업영화
156 ,나우 유 씨 미 : 마술사기단,루이스 리테리어,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-08-22,개봉영화,장편,미국,691 ,19146691869,"2,718,227 ",6322143282,"855,244 ",범죄,12세이상관람가,상업영화
157 ,미스 페레그린과 이상한 아이들의 집,팀 버튼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-09-28,개봉영화,장편,미국,904 ,21841214586,"2,718,158 ",6220296286,"737,280 ",미스터리,12세이상관람가,상업영화
158 ,곤지암,정범식,(주)하이브미디어코프,,(주)쇼박스,2018-03-28,개봉영화,장편,한국,"1,124 ",21442440144,"2,675,618 ",4978152594,"596,536 ",공포(호러),15세이상관람가,상업영화
159 ,탐정: 리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),2018-06-13,개봉영화,장편,한국,"1,041 ",22852139220,"2,672,608 ",5083906920,"576,423 ",코미디,15세이상관람가,상업영화
160 ,소원,이준익,필름모멘텀,,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,개봉영화,장편,한국,641 ,18251983100,"2,663,170 ",3769048600,"518,005 ",드라마,12세이상관람가,상업영화
161 ,살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",,(주)쇼박스,2017-09-06,개봉영화,장편,한국,"1,064 ",21361479492,"2,656,694 ",5389419142,"643,595 ",범죄,15세이상관람가,상업영화
162 ,브레이킹 던 part2,빌 콘돈,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2012-11-15,개봉영화,장편,미국,665 ,18909583065,"2,654,817 ",5571602065,"745,970 ",드라마,15세이상관람가,상업영화
163 ,탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,,씨제이이앤엠(주),2015-09-24,개봉영화,장편,한국,764 ,20463956973,"2,625,686 ",4092941173,"504,961 ",코미디,15세이상관람가,상업영화
164 ,미니언즈,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-29,개봉영화,장편,미국,792 ,18997911278,"2,625,572 ",4787634178,"630,536 ",애니메이션,전체관람가,상업영화
165 ,후궁 : 제왕의 첩,김대승,(주)황기성 사단,,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,개봉영화,장편,한국,624 ,19250354500,"2,621,436 ",5525028500,"716,851 ",사극,청소년관람불가,상업영화
166 ,트랜스포머: 최후의 기사,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-06-21,개봉영화,장편,미국,"1,739 ",21501959228,"2,614,601 ",5273073728,"609,345 ",액션,12세이상관람가,상업영화
167 ,제이슨 본,폴 그린그래스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-07-27,개봉영화,장편,미국,827 ,21253434663,"2,611,966 ",6707397843,"797,790 ",액션,15세이상관람가,상업영화
168 ,도리를 찾아서,앤드류 스탠튼,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-07-06,개봉영화,장편,미국,"1,091 ",20703899933,"2,601,734 ",6199961913,"724,706 ",애니메이션,전체관람가,상업영화
169 ,지금 만나러 갑니다,이장훈,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2018-03-14,개봉영화,장편,한국,"1,163 ",20796161128,"2,601,572 ",5389143428,"652,805 ",멜로/로맨스,12세이상관람가,상업영화
170 ,위험한 상견례,김진영,(주)전망좋은 영화사,,롯데쇼핑㈜롯데엔터테인먼트,2011-03-31,개봉영화,장편,한국,524 ,19174920500,"2,595,625 ",5930105000,"765,417 ",코미디,12세이상관람가,상업영화
171 ,아수라,김성수,(주)사나이픽처스,,씨제이이앤엠(주),2016-09-28,개봉영화,장편,한국,"1,278 ",20576226662,"2,594,028 ",5577412282,"676,676 ",범죄,청소년관람불가,상업영화
172 ,보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",,롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,개봉영화,장편,한국,"1,091 ",20697532509,"2,571,491 ",4093422209,"491,530 ",범죄,15세이상관람가,상업영화
173 ,기술자들,김홍선,(주)트리니티엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2014-12-24,개봉영화,장편,한국,641 ,19894297783,"2,564,340 ",4534671083,"564,420 ",범죄,15세이상관람가,상업영화
174 ,퍼시픽 림,길예르모 델 토로,,워너브러더스 코리아(주),워너브러더스 코리아(주),2013-07-11,개봉영화,장편,미국,"1,005 ",20477392512,"2,539,114 ",6769401012,"776,183 ",액션,12세이상관람가,상업영화
175 ,엑스맨: 퍼스트 클래스,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-06-02,개봉영화,장편,미국,587 ,19063768000,"2,532,306 ",6847701000,"870,595 ",액션,12세이상관람가,상업영화
176 ,정글북,존 파브로,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-06-09,개봉영화,장편,미국,924 ,21457807134,"2,532,051 ",6360280354,"702,113 ",어드벤처,12세이상관람가,상업영화
177 ,마이펫의 이중생활,크리스 리노드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-08-03,개봉영화,장편,미국,726 ,19379904655,"2,517,805 ",5360235715,"656,542 ",애니메이션,전체관람가,상업영화
178 ,조작된 도시,박광현,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",,씨제이이앤엠(주),2017-02-09,개봉영화,장편,한국,"1,019 ",20119979587,"2,512,572 ",4696743687,"564,486 ",범죄,15세이상관람가,상업영화
