,날짜,요일,영화명,매출액,매출액점유율,매출액증감,누적매출액,관객수,관객수증감,누적관객수,스크린수,상영횟수
4,2018년 06월 28일,thu,쥬라기 월드: 폴른 킹덤,"159,782,000",7.0%,"-76,767,500
(-32.5%)","47,677,712,837","19,864","-19,849
(-50.0%)","5,415,664",494,"1,447"
5,2018년 06월 28일,thu,오션스8,"161,845,000",7.1%,"-81,814,600
(-33.6%)","10,350,466,263","19,837","-20,537
(-50.9%)","1,183,626",430,"1,328"
6,2018년 06월 28일,thu,미드나잇 선,"60,045,800",2.6%,"-9,148,300
(-13.2%)","1,035,474,600","7,311","-4,083
(-35.8%)","125,069",189,342
7,2018년 06월 28일,thu,독전,"47,891,800",2.1%,"-18,693,900
(-28.1%)","43,141,019,113","5,893","-4,474
(-43.2%)","5,024,575",264,507
8,2018년 06월 28일,thu,여중생A,"31,644,100",1.4%,"-942,600
(-2.9%)","670,204,300","3,963","-546
(-12.1%)","80,357",151,252
9,2018년 06월 28일,thu,빅샤크: 매직체인지,"12,915,000",0.6%,"-2,392,400
(-15.6%)","36,032,400","1,965","-654
(-25.0%)","5,530",216,238
0,2018년 06월 29일,fri,마녀,"1,226,299,921",37.8%,"455,952,121
(59.2%)","2,803,717,821","136,113","41,699
(44.2%)","360,353",921,"4,213"
1,2018년 06월 29일,fri,탐정: 리턴즈,"745,196,079",23.0%,"195,607,879
(35.6%)","21,252,840,151","84,358","16,210
(23.8%)","2,494,833",880,"3,900"
2,2018년 06월 29일,fri,쥬라기 월드: 폴른 킹덤,"241,721,600",7.5%,"81,939,600
(51.3%)","47,919,434,437","27,547","7,683
(38.7%)","5,443,211",503,"1,504"
3,2018년 06월 29일,fri,오션스8,"230,332,753",7.1%,"68,487,753
(42.3%)","10,580,799,016","25,230","5,393
(27.2%)","1,208,856",438,"1,379"
4,2018년 06월 29일,fri,허스토리,"210,983,868",6.5%,"23,250,268
(12.4%)","857,073,768","25,042","-837
(-3.2%)","127,667",602,"2,475"
5,2018년 06월 29일,fri,시카리오: 데이 오브 솔다도,"210,159,000",6.5%,"45,168,300
(27.4%)","648,130,900","22,810","2,719
(13.5%)","85,729",255,"1,144"
6,2018년 06월 29일,fri,미드나잇 선,"89,528,100",2.8%,"29,482,300
(49.1%)","1,125,002,700","9,877","2,566
(35.1%)","134,946",211,408
7,2018년 06월 29일,fri,독전,"61,789,100",1.9%,"13,897,300
(29.0%)","43,202,808,213","6,898","1,005
(17.1%)","5,031,473",262,513
8,2018년 06월 29일,fri,여중생A,"31,452,000",1.0%,"-192,100
(-0.6%)","701,656,300","3,781","-182
(-4.6%)","84,138",151,247
9,2018년 06월 29일,fri,빅샤크: 매직체인지,"18,367,000",0.6%,"5,452,000
(42.2%)","54,399,400","2,649","684
(34.8%)","8,179",248,275
0,2018년 06월 30일,sat,마녀,"2,743,779,931",39.5%,"1,517,480,010
(123.7%)","5,547,497,752","301,612","165,499
(121.6%)","661,965","1,054","4,828"
1,2018년 06월 30일,sat,탐정: 리턴즈,"1,642,686,569",23.6%,"897,490,490
(120.4%)","22,895,526,720","182,557","98,199
(116.4%)","2,677,390",932,"4,269"
2,2018년 06월 30일,sat,쥬라기 월드: 폴른 킹덤,"656,113,500",9.4%,"414,391,900
(171.4%)","48,575,547,937","75,958","48,411
(175.7%)","5,519,169",570,"1,593"
3,2018년 06월 30일,sat,오션스8,"397,455,150",5.7%,"167,122,397
(72.6%)","10,978,254,166","43,517","18,287
(72.5%)","1,252,373",456,"1,327"
4,2018년 06월 30일,sat,허스토리,"359,842,881",5.2%,"148,859,013
(70.6%)","1,216,916,649","41,663","16,621
(66.4%)","169,330",605,"2,159"
5,2018년 06월 30일,sat,시카리오: 데이 오브 솔다도,"356,615,000",5.1%,"146,456,000
(69.7%)","1,004,745,900","38,288","15,478
(67.9%)","124,017",261,"1,174"
6,2018년 06월 30일,sat,빅샤크: 매직체인지,"183,525,100",2.6%,"165,158,100
(899.2%)","237,924,500","23,439","20,790
(784.8%)","31,618",403,603
7,2018년 06월 30일,sat,미드나잇 선,"152,891,900",2.2%,"63,363,800
(70.8%)","1,277,894,600","16,762","6,885
(69.7%)","151,708",268,507
8,2018년 06월 30일,sat,독전,"111,194,600",1.6%,"49,405,500
(80.0%)","43,314,002,813","12,298","5,400
(78.3%)","5,043,771",257,483
9,2018년 06월 30일,sat,명탐정 코난: 순흑의 악몽,"32,633,000",0.5%,"23,213,500
(246.4%)","3,839,783,000","3,736","2,720
(267.7%)","517,866",17,64
0,2018년 07월 01일,sun,마녀,"2,703,207,100",43.0%,"-40,572,831
(-1.5%)","8,250,704,852","296,821","-4,791
(-1.6%)","958,786","1,117","4,880"
1,2018년 07월 01일,sun,탐정: 리턴즈,"1,379,777,900",22.0%,"-262,908,669
(-16.0%)","24,275,304,620","152,451","-30,106
(-16.5%)","2,829,841",929,"4,104"
2,2018년 07월 01일,sun,쥬라기 월드: 폴른 킹덤,"599,368,300",9.5%,"-56,745,200
(-8.6%)","49,174,916,237","69,330","-6,628
(-8.7%)","5,588,499",571,"1,560"
3,2018년 07월 01일,sun,허스토리,"296,509,600",4.7%,"-63,333,281
(-17.6%)","1,513,426,249","34,244","-7,419
(-17.8%)","203,574",571,"1,987"
4,2018년 07월 01일,sun,오션스8,"298,568,300",4.8%,"-98,886,850
(-24.9%)","11,276,822,466","32,498","-11,019
(-25.3%)","1,284,871",461,"1,263"
5,2018년 07월 01일,sun,시카리오: 데이 오브 솔다도,"288,634,000",4.6%,"-67,981,000
(-19.1%)","1,293,379,900","30,959","-7,329
(-19.1%)","154,976",249,"1,116"
6,2018년 07월 01일,sun,빅샤크: 매직체인지,"222,343,700",3.5%,"38,818,600
(21.2%)","460,268,200","27,889","4,450
(19.0%)","59,507",414,645
7,2018년 07월 01일,sun,미드나잇 선,"137,728,200",2.2%,"-15,163,700
(-9.9%)","1,415,622,800","15,070","-1,692
(-10.1%)","166,778",263,509
8,2018년 07월 01일,sun,독전,"85,542,900",1.4%,"-25,651,700
(-23.1%)","43,399,545,713","9,334","-2,964
(-24.1%)","5,053,105",244,449
9,2018년 07월 01일,sun,명탐정 코난: 순흑의 악몽,"27,812,000",0.4%,"-4,821,000
(-14.8%)","3,867,595,000","3,162","-574
(-15.4%)","521,028",17,64
0,2018년 07월 02일,mon,마녀,"1,018,969,200",47.3%,"-1,684,237,900
(-62.3%)","9,269,674,052","124,470","-172,351
(-58.1%)","1,083,256","1,017","4,686"
1,2018년 07월 02일,mon,탐정: 리턴즈,"421,651,000",19.6%,"-958,126,900
(-69.4%)","24,696,955,620","52,435","-100,016
(-65.6%)","2,882,276",837,"3,786"
2,2018년 07월 02일,mon,허스토리,"133,084,600",6.2%,"-163,425,000
(-55.1%)","1,646,510,849","16,986","-17,258
(-50.4%)","220,560",549,"1,994"
3,2018년 07월 02일,mon,쥬라기 월드: 폴른 킹덤,"124,017,100",5.8%,"-475,351,200
(-79.3%)","49,298,933,337","15,200","-54,130
(-78.1%)","5,603,699",477,"1,380"
4,2018년 07월 02일,mon,오션스8,"116,705,300",5.4%,"-181,863,000
(-60.9%)","11,393,527,766","14,222","-18,276
(-56.2%)","1,299,093",408,"1,235"
5,2018년 07월 02일,mon,시카리오: 데이 오브 솔다도,"102,778,300",4.8%,"-185,855,700
(-64.4%)","1,396,158,200","12,226","-18,733
(-60.5%)","167,202",225,"1,041"
6,2018년 07월 02일,mon,미드나잇 선,"81,162,100",3.8%,"-56,566,100
(-41.1%)","1,496,784,900","9,803","-5,267
(-35.0%)","176,581",253,561
7,2018년 07월 02일,mon,독전,"33,482,600",1.6%,"-52,060,300
(-60.9%)","43,433,028,313","4,167","-5,167
(-55.4%)","5,057,272",251,459
8,2018년 07월 02일,mon,빅샤크: 매직체인지,"12,499,300",0.6%,"-209,844,400
(-94.4%)","472,767,500","1,823","-26,066
(-93.5%)","61,330",217,246
9,2018년 07월 02일,mon,아이 필 프리티,"11,921,200",0.6%,"-10,323,200
(-46.4%)","2,065,871,500","1,444","-882
(-37.9%)","233,265",57,113
0,2018년 07월 03일,tue,마녀,"943,439,600",44.3%,"-75,529,600
(-7.4%)","10,213,113,652","115,689","-8,781
(-7.1%)","1,198,945","1,034","4,693"
1,2018년 07월 03일,tue,탐정: 리턴즈,"371,708,300",17.5%,"-49,942,700
(-11.8%)","25,068,663,920","46,377","-6,058
(-11.6%)","2,928,653",844,"3,731"
2,2018년 07월 03일,tue,허스토리,"152,187,200",7.2%,"19,102,600
(14.4%)","1,798,698,049","19,723","2,737
(16.1%)","240,283",556,"2,000"
3,2018년 07월 03일,tue,쥬라기 월드: 폴른 킹덤,"124,113,300",5.8%,"96,200
(0.1%)","49,423,046,637","15,378","178
(1.2%)","5,619,077",487,"1,387"
4,2018년 07월 03일,tue,오션스8,"118,259,400",5.6%,"1,554,100
(1.3%)","11,511,787,166","14,628","406
(2.9%)","1,313,721",418,"1,244"
5,2018년 07월 03일,tue,시카리오: 데이 오브 솔다도,"94,543,800",4.4%,"-8,234,500
(-8.0%)","1,490,702,000","11,081","-1,145
(-9.4%)","178,283",232,"1,024"
6,2018년 07월 03일,tue,미드나잇 선,"82,026,500",3.9%,"864,400
(1.1%)","1,578,811,400","10,034","231
(2.4%)","186,615",247,557
7,2018년 07월 03일,tue,독전,"30,599,100",1.4%,"-2,883,500
(-8.6%)","43,463,627,413","3,800","-367
(-8.8%)","5,061,072",247,454
8,2018년 07월 03일,tue,빅샤크: 매직체인지,"19,514,200",0.9%,"7,014,900
(56.1%)","492,281,700","3,145","1,322
(72.5%)","64,475",236,269
9,2018년 07월 03일,tue,앤트맨과 와스프,"31,593,000",1.5%,"31,593,000
(100.0%)","31,593,000","2,794","2,794
(100.0%)","2,794",8,8
0,2018년 07월 04일,wed,앤트맨과 와스프,"3,423,533,400",71.3%,"3,391,940,400
(10,736.4%)","3,455,126,400","404,151","401,357
(14,365.0%)","406,945","1,616","8,957"
1,2018년 07월 04일,wed,마녀,"598,075,800",12.5%,"-345,363,800
(-36.6%)","10,811,189,452","73,312","-42,377
(-36.6%)","1,272,257",667,"2,374"
2,2018년 07월 04일,wed,변산,"336,347,900",7.0%,"334,870,900
(22,672.4%)","491,210,100","43,149","42,938
(20,349.8%)","61,963",763,"3,299"
3,2018년 07월 04일,wed,탐정: 리턴즈,"155,163,400",3.2%,"-216,544,900
(-58.3%)","25,223,827,320","19,456","-26,921
(-58.0%)","2,948,109",459,"1,124"
4,2018년 07월 04일,wed,허스토리,"49,718,700",1.0%,"-102,468,500
(-67.3%)","1,848,416,749","6,715","-13,008
(-66.0%)","246,998",282,440
5,2018년 07월 04일,wed,시카리오: 데이 오브 솔다도,"44,173,000",0.9%,"-50,370,800
(-53.3%)","1,534,875,000","5,467","-5,614
(-50.7%)","183,750",162,381
6,2018년 07월 04일,wed,미드나잇 선,"37,170,500",0.8%,"-44,856,000
(-54.7%)","1,615,981,900","4,525","-5,509
(-54.9%)","191,140",122,192
7,2018년 07월 04일,wed,빅샤크: 매직체인지,"15,230,200",0.3%,"-4,284,000
(-22.0%)","507,511,900","2,549","-596
(-19.0%)","67,024",112,126
8,2018년 07월 04일,wed,쥬라기 월드: 폴른 킹덤,"18,986,600",0.4%,"-105,126,700
(-84.7%)","49,442,033,237","2,478","-12,900
(-83.9%)","5,621,555",119,166
9,2018년 07월 04일,wed,오션스8,"19,467,600",0.4%,"-98,791,800
(-83.5%)","11,531,254,766","2,416","-12,212
(-83.5%)","1,316,137",83,133
0,2018년 07월 05일,thu,앤트맨과 와스프,"2,517,325,800",65.6%,"-906,207,600
(-26.5%)","5,972,452,200","299,650","-104,501
(-25.9%)","706,595","1,627","9,014"
1,2018년 07월 05일,thu,마녀,"597,387,200",15.6%,"-688,600
(-0.1%)","11,408,576,652","73,342","30
(0.0%)","1,345,599",694,"2,530"
2,2018년 07월 05일,thu,변산,"309,506,700",8.1%,"-26,841,200
(-8.0%)","800,716,800","40,456","-2,693
(-6.2%)","102,419",741,"3,101"
3,2018년 07월 05일,thu,탐정: 리턴즈,"150,659,900",3.9%,"-4,503,500
(-2.9%)","25,374,487,220","19,332","-124
(-0.6%)","2,967,441",455,"1,093"
4,2018년 07월 05일,thu,허스토리,"48,582,400",1.3%,"-1,136,300
(-2.3%)","1,896,999,149","6,517","-198
(-2.9%)","253,515",282,429
5,2018년 07월 05일,thu,미드나잇 선,"40,781,400",1.1%,"3,610,900
(9.7%)","1,656,763,300","4,958","433
(9.6%)","196,098",128,206
6,2018년 07월 05일,thu,시카리오: 데이 오브 솔다도,"38,915,300",1.0%,"-5,257,700
(-11.9%)","1,573,790,300","4,676","-791
(-14.5%)","188,426",171,379
7,2018년 07월 05일,thu,쥬라기 월드: 폴른 킹덤,"20,684,200",0.5%,"1,697,600
(8.9%)","49,462,717,437","2,732","254
(10.3%)","5,624,287",117,174
8,2018년 07월 05일,thu,오션스8,"18,610,300",0.5%,"-857,300
(-4.4%)","11,549,865,066","2,295","-121
(-5.0%)","1,318,432",81,136
9,2018년 07월 05일,thu,빅샤크: 매직체인지,"11,313,000",0.3%,"-3,917,200
(-25.7%)","518,824,900","1,979","-570
(-22.4%)","69,003",86,95
0,2018년 07월 06일,fri,앤트맨과 와스프,"3,665,457,797",67.3%,"1,148,131,997
(45.6%)","9,637,909,997","403,553","103,903
(34.7%)","1,110,148","1,678","9,449"
1,2018년 07월 06일,fri,마녀,"872,389,203",16.0%,"275,002,003
(46.0%)","12,280,965,855","98,836","25,494
(34.8%)","1,444,435",729,"2,762"
2,2018년 07월 06일,fri,변산,"384,841,700",7.1%,"75,335,000
(24.3%)","1,185,558,500","45,057","4,601
(11.4%)","147,476",695,"2,885"
3,2018년 07월 06일,fri,탐정: 리턴즈,"199,572,497",3.7%,"48,912,597
(32.5%)","25,574,059,717","23,447","4,115
(21.3%)","2,990,888",468,"1,083"
4,2018년 07월 06일,fri,허스토리,"64,174,500",1.2%,"15,592,100
(32.1%)","1,961,173,649","8,111","1,594
(24.5%)","261,626",276,409
5,2018년 07월 06일,fri,미드나잇 선,"59,297,100",1.1%,"18,515,700
(45.4%)","1,716,060,400","6,656","1,698
(34.2%)","202,754",135,214
6,2018년 07월 06일,fri,시카리오: 데이 오브 솔다도,"43,235,500",0.8%,"4,320,200
(11.1%)","1,617,025,800","4,620","-56
(-1.2%)","193,046",162,345
7,2018년 07월 06일,fri,쥬라기 월드: 폴른 킹덤,"29,377,200",0.5%,"8,693,000
(42.0%)","49,492,094,637","3,470","738
(27.0%)","5,627,757",120,175
8,2018년 07월 06일,fri,빅샤크: 매직체인지,"20,335,700",0.4%,"9,022,700
(79.8%)","539,160,600","3,465","1,486
(75.1%)","72,468",103,112
9,2018년 07월 06일,fri,오션스8,"28,705,500",0.5%,"10,095,200
(54.2%)","11,578,570,566","3,188","893
(38.9%)","1,321,620",89,144
0,2018년 07월 07일,sat,앤트맨과 와스프,"7,419,779,984",70.7%,"3,754,322,187
(102.4%)","17,057,689,981","821,769","418,216
(103.6%)","1,931,917","1,775","10,438"
1,2018년 07월 07일,sat,마녀,"1,617,914,916",15.4%,"745,525,713
(85.5%)","13,898,880,771","181,475","82,639
(83.6%)","1,625,910",801,"3,079"
2,2018년 07월 07일,sat,변산,"626,703,323",6.0%,"241,861,623
(62.8%)","1,812,261,823","71,371","26,314
(58.4%)","218,847",607,"2,434"
3,2018년 07월 07일,sat,탐정: 리턴즈,"311,395,961",3.0%,"111,823,464
(56.0%)","25,885,455,678","35,849","12,402
(52.9%)","3,026,737",440,904
4,2018년 07월 07일,sat,빅샤크: 매직체인지,"89,142,800",0.8%,"68,807,100
(338.4%)","628,303,400","11,469","8,004
(231.0%)","83,937",223,324
5,2018년 07월 07일,sat,허스토리,"73,371,800",0.7%,"9,197,300
(14.3%)","2,034,545,449","8,707","596
(7.3%)","270,333",248,335
6,2018년 07월 07일,sat,미드나잇 선,"75,920,400",0.7%,"16,623,300
(28.0%)","1,791,980,800","8,466","1,810
(27.2%)","211,220",137,229
7,2018년 07월 07일,sat,쥬라기 월드: 폴른 킹덤,"70,199,300",0.7%,"40,822,100
(139.0%)","49,562,293,937","8,238","4,768
(137.4%)","5,635,995",135,197
8,2018년 07월 07일,sat,시카리오: 데이 오브 솔다도,"72,906,200",0.7%,"29,670,700
(68.6%)","1,689,932,000","7,764","3,144
(68.1%)","200,810",161,292
9,2018년 07월 07일,sat,오션스8,"26,561,300",0.3%,"-2,144,200
(-7.5%)","11,605,131,866","2,959","-229
(-7.2%)","1,324,579",70,103
0,2018년 07월 08일,sun,앤트맨과 와스프,"6,242,865,900",68.3%,"-1,176,914,084
(-15.9%)","23,300,555,881","694,125","-127,644
(-15.5%)","2,626,042","1,764","10,201"
1,2018년 07월 08일,sun,마녀,"1,530,371,500",16.7%,"-87,543,416
(-5.4%)","15,429,252,271","170,792","-10,683
(-5.9%)","1,796,702",808,"3,059"
2,2018년 07월 08일,sun,변산,"559,924,100",6.1%,"-66,779,223
(-10.7%)","2,372,185,923","63,352","-8,019
(-11.2%)","282,199",603,"2,292"
3,2018년 07월 08일,sun,탐정: 리턴즈,"299,522,100",3.3%,"-11,873,861
(-3.8%)","26,184,977,778","34,251","-1,598
(-4.5%)","3,060,988",448,921
4,2018년 07월 08일,sun,빅샤크: 매직체인지,"100,614,500",1.1%,"11,471,700
(12.9%)","728,917,900","12,632","1,163
(10.1%)","96,569",231,346
5,2018년 07월 08일,sun,쥬라기 월드: 폴른 킹덤,"76,736,500",0.8%,"6,537,200
(9.3%)","49,639,030,437","8,957","719
(8.7%)","5,644,952",141,204
6,2018년 07월 08일,sun,미드나잇 선,"74,273,300",0.8%,"-1,647,100
(-2.2%)","1,866,254,100","8,302","-164
(-1.9%)","219,522",138,245
7,2018년 07월 08일,sun,허스토리,"67,959,100",0.7%,"-5,412,700
(-7.4%)","2,102,504,549","8,090","-617
(-7.1%)","278,423",247,329
8,2018년 07월 08일,sun,시카리오: 데이 오브 솔다도,"67,892,300",0.7%,"-5,013,900
(-6.9%)","1,757,824,300","7,321","-443
(-5.7%)","208,131",156,282
9,2018년 07월 08일,sun,드래곤 프린세스,"17,925,900",0.2%,"-4,436,600
(-19.8%)","47,265,300","2,261","-608
(-21.2%)","6,149",194,230
0,2018년 07월 09일,mon,앤트맨과 와스프,"1,620,757,100",57.3%,"-4,622,108,800
(-74.0%)","24,921,312,981","192,617","-501,508
(-72.3%)","2,818,659","1,579","8,986"
1,2018년 07월 09일,mon,마녀,"637,982,800",22.5%,"-892,388,700
(-58.3%)","16,067,235,071","77,886","-92,906
(-54.4%)","1,874,588",750,"3,113"
2,2018년 07월 09일,mon,변산,"232,548,100",8.2%,"-327,376,000
(-58.5%)","2,604,734,023","29,258","-34,094
(-53.8%)","311,457",585,"2,334"
3,2018년 07월 09일,mon,탐정: 리턴즈,"114,299,500",4.0%,"-185,222,600
(-61.8%)","26,299,277,278","14,402","-19,849
(-58.0%)","3,075,390",461,"1,075"
4,2018년 07월 09일,mon,허스토리,"44,205,900",1.6%,"-23,753,200
(-35.0%)","2,146,710,449","6,061","-2,029
(-25.1%)","284,484",279,425
5,2018년 07월 09일,mon,미드나잇 선,"41,099,100",1.5%,"-33,174,200
(-44.7%)","1,907,353,200","5,012","-3,290
(-39.6%)","224,534",153,284
6,2018년 07월 09일,mon,시카리오: 데이 오브 솔다도,"32,416,700",1.1%,"-35,475,600
(-52.3%)","1,790,241,000","4,182","-3,139
(-42.9%)","212,313",167,326
7,2018년 07월 09일,mon,쥬라기 월드: 폴른 킹덤,"15,825,700",0.6%,"-60,910,800
(-79.4%)","49,654,856,137","1,977","-6,980
(-77.9%)","5,646,929",116,176
8,2018년 07월 09일,mon,오션스8,"14,151,900",0.5%,"-5,490,300
(-28.0%)","11,638,925,966","1,713","-500
(-22.6%)","1,328,505",84,134
9,2018년 07월 09일,mon,빅샤크: 매직체인지,"7,055,200",0.2%,"-93,559,300
(-93.0%)","735,973,100","1,111","-11,521
(-91.2%)","97,680",83,94
0,2018년 07월 10일,tue,앤트맨과 와스프,"1,674,866,500",56.2%,"54,109,400
(3.3%)","26,596,179,481","204,068","11,451
(5.9%)","3,022,727","1,596","8,908"
1,2018년 07월 10일,tue,마녀,"676,843,700",22.7%,"38,860,900
(6.1%)","16,744,078,771","83,912","6,026
(7.7%)","1,958,500",772,"3,155"
2,2018년 07월 10일,tue,변산,"232,672,900",7.8%,"124,800
(0.1%)","2,837,406,923","29,622","364
(1.2%)","341,079",610,"2,288"
3,2018년 07월 10일,tue,탐정: 리턴즈,"120,873,900",4.1%,"6,574,400
(5.8%)","26,420,151,178","15,380","978
(6.8%)","3,090,770",464,"1,061"
4,2018년 07월 10일,tue,허스토리,"58,390,200",2.0%,"14,184,300
(32.1%)","2,205,100,649","7,933","1,872
(30.9%)","292,417",294,455
5,2018년 07월 10일,tue,미드나잇 선,"56,466,600",1.9%,"15,367,500
(37.4%)","1,963,819,800","7,042","2,030
(40.5%)","231,576",153,280
6,2018년 07월 10일,tue,시카리오: 데이 오브 솔다도,"26,017,900",0.9%,"-6,398,800
(-19.7%)","1,816,258,900","3,134","-1,048
(-25.1%)","215,447",159,316
7,2018년 07월 10일,tue,오션스8,"19,483,100",0.7%,"5,331,200
(37.7%)","11,658,409,066","2,435","722
(42.1%)","1,330,940",81,137
8,2018년 07월 10일,tue,빅샤크: 매직체인지,"12,688,300",0.4%,"5,633,100
(79.8%)","748,661,400","2,151","1,040
(93.6%)","99,831",101,113
9,2018년 07월 10일,tue,쥬라기 월드: 폴른 킹덤,"15,720,500",0.5%,"-105,200
(-0.7%)","49,670,576,637","2,041","64
(3.2%)","5,648,970",123,183
0,2018년 07월 11일,wed,앤트맨과 와스프,"1,339,303,000",45.1%,"-335,563,500
(-20.0%)","27,935,482,481","163,809","-40,259
(-19.7%)","3,186,536","1,391","7,545"
1,2018년 07월 11일,wed,스카이스크래퍼,"632,336,000",21.3%,"629,978,000
(26,716.6%)","642,308,000","78,615","78,353
(29,905.7%)","79,723",808,"4,167"
2,2018년 07월 11일,wed,마녀,"566,881,700",19.1%,"-109,962,000
(-16.2%)","17,310,960,471","70,060","-13,852
(-16.5%)","2,028,560",662,"2,714"
3,2018년 07월 11일,wed,변산,"134,361,200",4.5%,"-98,311,700
(-42.3%)","2,971,768,123","17,607","-12,015
(-40.6%)","358,686",494,"1,279"
4,2018년 07월 11일,wed,탐정: 리턴즈,"59,017,100",2.0%,"-61,856,800
(-51.2%)","26,479,168,278","7,697","-7,683
(-50.0%)","3,098,467",276,541
5,2018년 07월 11일,wed,허스토리,"35,321,300",1.2%,"-23,068,900
(-39.5%)","2,240,421,949","5,092","-2,841
(-35.8%)","297,509",122,173
6,2018년 07월 11일,wed,오늘 밤 로맨스 극장에서,"36,438,800",1.2%,"36,438,800
(100.0%)","77,378,700","4,552","4,552
(100.0%)","9,002",155,573
7,2018년 07월 11일,wed,미드나잇 선,"36,395,500",1.2%,"-20,071,100
(-35.5%)","2,000,215,300","4,425","-2,617
(-37.2%)","236,001",99,202
8,2018년 07월 11일,wed,빅샤크: 매직체인지,"16,129,300",0.5%,"3,441,000
(27.1%)","764,790,700","2,861","710
(33.0%)","102,692",91,103
9,2018년 07월 11일,wed,시카리오: 데이 오브 솔다도,"15,448,200",0.5%,"-10,569,700
(-40.6%)","1,831,707,100","1,923","-1,211
(-38.6%)","217,370",66,136
0,2018년 07월 12일,thu,앤트맨과 와스프,"1,111,457,800",42.5%,"-227,845,200
(-17.0%)","29,046,940,281","135,312","-28,497
(-17.4%)","3,321,848","1,384","7,309"
1,2018년 07월 12일,thu,스카이스크래퍼,"582,087,500",22.2%,"-50,248,500
(-7.9%)","1,224,395,500","71,383","-7,232
(-9.2%)","151,106",831,"4,129"
2,2018년 07월 12일,thu,마녀,"497,275,700",19.0%,"-69,606,000
(-12.3%)","17,808,236,171","61,009","-9,051
(-12.9%)","2,089,569",683,"2,679"
3,2018년 07월 12일,thu,변산,"118,842,900",4.5%,"-15,518,300
(-11.5%)","3,090,611,023","16,013","-1,594
(-9.1%)","374,699",486,"1,151"
4,2018년 07월 12일,thu,탐정: 리턴즈,"42,515,100",1.6%,"-16,502,000
(-28.0%)","26,521,683,378","5,547","-2,150
(-27.9%)","3,104,014",229,432
5,2018년 07월 12일,thu,킬링 디어,"38,695,800",1.5%,"38,695,800
(100.0%)","71,816,700","4,552","4,552
(100.0%)","7,917",62,169
6,2018년 07월 12일,thu,허스토리,"24,838,700",0.9%,"-10,482,600
(-29.7%)","2,265,260,649","3,711","-1,381
(-27.1%)","301,220",93,125
7,2018년 07월 12일,thu,미드나잇 선,"25,649,700",1.0%,"-10,745,800
(-29.5%)","2,025,865,000","3,141","-1,284
(-29.0%)","239,142",96,168
8,2018년 07월 12일,thu,빅샤크: 매직체인지,"17,546,300",0.7%,"1,417,000
(8.8%)","782,337,000","3,131","270
(9.4%)","105,823",72,78
9,2018년 07월 12일,thu,오늘 밤 로맨스 극장에서,"23,819,200",0.9%,"-12,619,600
(-34.6%)","101,197,900","3,019","-1,533
(-33.7%)","12,021",152,546
0,2018년 07월 13일,fri,앤트맨과 와스프,"1,741,328,592",41.5%,"629,870,792
(56.7%)","30,788,268,873","194,998","59,686
(44.1%)","3,516,846","1,341","7,232"
1,2018년 07월 13일,fri,스카이스크래퍼,"802,736,208",19.1%,"220,648,708
(37.9%)","2,027,131,708","90,555","19,172
(26.9%)","241,661",812,"3,980"
2,2018년 07월 13일,fri,마녀,"700,859,639",16.7%,"203,583,939
(40.9%)","18,509,095,810","79,407","18,398
(30.2%)","2,168,976",677,"2,648"
3,2018년 07월 13일,fri,속닥속닥,"505,635,600",12.0%,"492,171,600
(3,655.5%)","526,011,600","56,855","55,174
(3,282.2%)","59,397",266,"1,216"
4,2018년 07월 13일,fri,변산,"122,624,469",2.9%,"3,781,569
(3.2%)","3,213,235,492","14,741","-1,272
(-7.9%)","389,440",484,"1,015"
5,2018년 07월 13일,fri,탐정: 리턴즈,"50,674,500",1.2%,"8,159,400
(19.2%)","26,572,357,878","6,187","640
(11.5%)","3,110,201",214,393
6,2018년 07월 13일,fri,미드나잇 선,"33,233,900",0.8%,"7,584,200
(29.6%)","2,059,098,900","3,691","550
(17.5%)","242,833",99,171
7,2018년 07월 13일,fri,킬링 디어,"35,079,900",0.8%,"-3,615,900
(-9.3%)","106,896,600","3,608","-944
(-20.7%)","11,525",65,160
8,2018년 07월 13일,fri,허스토리,"24,473,400",0.6%,"-365,300
(-1.5%)","2,289,734,049","3,294","-417
(-11.2%)","304,514",88,120
9,2018년 07월 13일,fri,오늘 밤 로맨스 극장에서,"28,670,000",0.7%,"4,850,800
(20.4%)","129,867,900","3,235","216
(7.2%)","15,256",142,514
0,2018년 07월 14일,sat,앤트맨과 와스프,"4,177,995,884",48.2%,"2,436,667,292
(139.9%)","34,966,264,757","468,418","273,420
(140.2%)","3,985,264","1,370","7,813"
1,2018년 07월 14일,sat,스카이스크래퍼,"1,730,198,816",20.0%,"927,462,608
(115.5%)","3,757,330,524","193,028","102,473
(113.2%)","434,689",793,"3,959"
2,2018년 07월 14일,sat,마녀,"1,424,735,635",16.4%,"723,875,996
(103.3%)","19,933,831,445","160,607","81,200
(102.3%)","2,329,583",751,"2,964"
3,2018년 07월 14일,sat,속닥속닥,"540,083,000",6.2%,"34,447,400
(6.8%)","1,066,094,600","61,369","4,514
(7.9%)","120,766",314,"1,330"
4,2018년 07월 14일,sat,변산,"219,498,881",2.5%,"96,874,412
(79.0%)","3,432,734,373","25,708","10,967
(74.4%)","415,148",475,919
5,2018년 07월 14일,sat,탐정: 리턴즈,"95,919,700",1.1%,"45,245,200
(89.3%)","26,668,277,578","11,365","5,178
(83.7%)","3,121,566",198,337
