rank,mname,director,provider,date,country,n_scrn,guest,genre,rating,grade,actor,director_score,director_grade,actor_score,actor_grade,grene_score,grene_grade,provider1_power,providera_grade,provider2_power,providerb_grade
"1,586",부니베어: 로거빅 컴백홈 프로젝트,정량,예지림엔터테인먼트,2017-06-29,중국,277,25903,애니메이션,전체관람가,6.77,박상훈|홍진욱|윤세웅|임채헌|,1.767523901, ,4.859939047,,1.468025358,,Na,Na,Na,Na
"1,587",달링,앤디 서키스,(주)팝엔터테인먼트,2018-04-12,영국,147,25872,드라마,12세이상관람가,9.24,앤드류 가필드|클레어 포이|,5.697394867, ,5.50557641,,2.355507819,,Na,Na,2.46878,d
"1,589",당신의 부탁,이동은,CGV아트하우스,2018-04-19,한국,372,25652,드라마,15세이상관람가,7.84,임수정|윤찬영|,4.951322077, ,5.251756841,,3.619562379,c,2.77701,c,2.77701,d
"1,590",그 사람 그 사랑 그 세상,권혁만,"THE 픽쳐스,(주)팝엔터테인먼트",2014-11-20,한국,55,25649,다큐멘터리,전체관람가,9.04,강석우|이광기|최강희|배창복|,2.848697434, ,4.787339572,,-0.526953931,,0,0,2.46878,d
"1,591",골드,스티븐 개건,CGV아트하우스,2017-03-22,미국,200,25595,드라마,15세이상관람가,8.59,매튜 맥커너히|에드가 라미레즈|브라이스 달라스 하워드|,4.951322077, ,5.694084135,,2.542964784,g,2.77701,c,2.77701,d
"1,593",매직울프,"안드레이 갈랏,막심 볼코브",(주)박수엔터테인먼트,2017-10-03,러시아,168,25556,애니메이션,전체관람가,6.84,톰 펠튼|로스 마퀀드|차이나 앤 맥클레인|토마스 이안 니콜라스|루비 로즈|엘리슨 레이 로젠펠드|,5.304287759, ,4.80254646,,1.236377895,,Na,Na,2.31572,d
"1,594",사다코 대 카야코,시라이시 코지,유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,일본,131,25531,공포(호러),15세이상관람가,6.24,야마모토 미즈키|타마시로 티나|안도 마사노부|,12.36267795, ,4.766555061,,-0.176144965,,7.81252,a,7.81252,b
"1,595",선샤인 온 리스,덱스터 플레처,(주)팝엔터테인먼트,2014-09-03,영국,142,25431,뮤지컬,12세이상관람가,7.11,피터 뮬란|안토니아 토마스|프레야 메이버|조지 맥케이|케빈 구스리|,5.697394867, ,4.767722157,,-0.723565994,,Na,Na,2.46878,d
"1,596",매직 마이크,스티븐 소더버그,(주)나이너스엔터테인먼트,2012-08-01,미국,68,25288,코미디,청소년관람불가,7.46,채닝 테이텀|알렉스 페티퍼|매튜 맥커너히|맷 보머|,3.415606826, ,5.037858449,,1.119723488,,1.54395,d,1.54395,e
"1,597",트래쉬,스티븐 달드리,유니버설픽쳐스인터내셔널 코리아(유),2015-05-14,미국,206,25260,어드벤처,15세이상관람가,8.5,루니 마라|마틴 쉰|릭슨 테베즈|에두아르도 루이스|가브리엘 바인슈타인|,12.36267795, ,5.085810481,,1.72429071,,7.81252,a,7.81252,b
"1,601",쥬로링 동물탐정 극장판,"이종현,박시후",롯데쇼핑㈜롯데엔터테인먼트,2014-12-18,한국,188,24810,애니메이션,전체관람가,8.18,김서영|양정화|문남숙|김정아|은영선|박영재|,16.50288644, ,4.88066436,,1.252042572,,11.42832,a,11.42832,a
"1,602",슈퍼 버드,"리카르도 아나이즈,마이크 컨켈,라울 가르시아",와이드 릴리즈(주),2017-04-06,멕시코,288,24799,애니메이션,전체관람가,6.87,에드워드 제임스 올모스|리코 로드리게스|치치 마린|케이트 델 카스틸로|,2.875455551, ,4.766438834,,1.468025358,,Na,Na,1.1986,e
"1,603",겨울왕국의 무민,"야쿱 론스키,이라 카르페란",(주)팝엔터테인먼트,2018-02-08,핀란드,135,24665,애니메이션,전체관람가,7.47,빌 스카스가드|알리시아 비칸데르|스텔란 스카스가드|,5.697394867, ,5.098359869,,0.645011969,,Na,Na,2.46878,d
"1,605",하이-라이즈,벤 휘틀리,찬란,2016-03-30,영국,108,24600,스릴러,청소년관람불가,6.12,톰 히들스턴|제레미 아이언스|시에나 밀러|루크 에반스|,0, ,6.089192009,,0.871939002,,Na,Na,Na,Na
"1,607",메소드,방은진,(주)엣나인필름,2017-11-02,한국,244,24573,드라마,15세이상관람가,8.24,박성웅|윤승아|오승훈|,2.791735668, ,5.241114559,,3.619562379,c,Na,Na,1.21321,e
"1,608",키즈모노가타리 I : 철혈편,신보 아키유키,(주)박수엔터테인먼트,2016-06-30,일본,74,24492,애니메이션,15세이상관람가,7.97,카미야 히로시|사카모토 마아야|호리에 유이|사쿠라이 타카히로|,5.304287759, ,4.777624447,,1.872076367,,Na,Na,2.31572,d
"1,609","내 어깨 위 고양이, 밥",로저 스포티스우드,(주)누리픽쳐스,2017-01-04,영국,112,24466,드라마,12세이상관람가,9.18,루크 트레더웨이|,0, ,4.76638596,,3.619562379,c,Na,Na,Na,Na
"1,610",카이: 거울 호수의 전설,이성강,메가박스중앙(주)플러스엠,2016-08-17,한국,172,24451,애니메이션,전체관람가,7.8,김영은|박고운|강진아|박주광|김도영|김연아|,4.031018854, ,4.775694595,,1.468025358,,2.95141,c,2.95141,d
"1,612",종이 달,요시다 다이하치,"(주)영화사오원,(주)퍼스트런",2015-07-23,일본,34,24381,드라마,청소년관람불가,7.98,미야자와 리에|이케마츠 소스케|오오시마 유코|다나베 세이치|,0, ,4.769046319,,3.619562379,c,0,0,0,0
"1,615",슈퍼오리 : 태양을 지켜라,빅터 라키소프,와이드 릴리즈(주),2017-08-31,러시아,257,24319,애니메이션,전체관람가,5.3,박상우|오은수|방지원|박정욱|신정훈|송영인|,2.875455551, ,4.771300015,,1.468025358,,Na,Na,1.1986,e
"1,616",꿈의 제인,조현훈,"(주)엣나인필름,CGV아트하우스",2017-05-31,한국,86,24272,드라마,청소년관람불가,8.63,이민지|구교환|이주영|,3.871528873, ,4.766355157,,3.619562379,c,2.77701,c,1.99511,d.e
"1,617",나이스 가이즈,쉐인 블랙,메가박스중앙(주)플러스엠,2016-07-06,미국,249,24268,범죄,청소년관람불가,6.68,러셀 크로우|라이언 고슬링|,4.031018854, ,5.937859045,,0.655022605,,2.95141,c,2.95141,d
"1,620",폭스캐처,베넷 밀러,그린나래미디어(주),2015-02-05,미국,80,24083,드라마,청소년관람불가,8.17,스티브 카렐|채닝 테이텀|마크 러팔로|,2.272591522, ,7.103371422,,2.520513028,g,Na,Na,Na,Na
"1,623",언노운 걸,"뤽 다르덴,장 피에르 다르덴",오드,2017-05-03,벨기에,67,23827,드라마,12세이상관람가,7.87,아델 하에넬|,0, ,4.766284499,,3.619562379,c,Na,Na,Na,Na
"1,624",고스트 메신저 극장판,구봉회,에이원엔터테인먼트,2014-05-22,한국,81,23721,애니메이션,12세이상관람가,9.04,은정|박성태|정재헌|양정화|박지윤|,0,d,4.814393215,,0.977813683,,Na,Na,Na,Na
"1,626",님포매니악 볼륨2,라스 폰 트리에,CGV아트하우스,2014-07-03,덴마크,53,23641,드라마,청소년관람불가,7.77,샤를로뜨 갱스부르|샤이아 라보프|우마 서먼|,4.951322077, ,5.276047056,,2.138325412,,2.77701,c,2.77701,d
"1,627",타임 투 러브,저스틴 리어든,(주)인벤트스톤,2014-10-23,미국,201,23597,코미디,청소년관람불가,8.12,크리스 에반스|미셸 모나한|애슐리 티스데일|마틴 스타|오브리 플라자|,2.334285822, ,8.966343909,d,0.855604485,,1.16954,d,Na,Na
"1,628",사이코패스,시오타니 나오요시,(주)박수엔터테인먼트,2015-05-28,일본,69,23586,애니메이션,15세이상관람가,8.43,하나자와 카나|사쿠라 아야네|노지마 켄지|,5.304287759, ,4.769396746,,0.986692941,,Na,Na,2.31572,d
"1,629",연애담,이현주,(주)인디플러그,2016-11-17,한국,38,23555,멜로/로맨스,청소년관람불가,7.46,이상희|류선영|,0, ,4.766241311,,0.459425979,,Na,Na,Na,Na
"1,630",디노타샤: 공룡대탐험,"데이빗 크렌츠,에릭 넬슨",(주)영화사 빅,2014-01-29,미국,138,23530,애니메이션,전체관람가,6.66,베르너 헤어조크|,4.699094781, ,0,,1.252042572,,Na,Na,2.04346,d
"1,631",폭풍의 언덕,안드레아 아놀드,찬란,2012-06-28,영국,19,23509,드라마,15세이상관람가,6.14,카야 스코델라리오|제임스 호손|,0, ,5.632099764,,2.355507819,,Na,Na,Na,Na
"1,632",하이 스피드! <U+2013>프리! 스타팅 데이즈-,타케모토 야스히로,(주)박수엔터테인먼트,2016-03-24,일본,60,23496,애니메이션,전체관람가,9.22,시마자키 노부나가|스즈키 타츠히사|토요나가 토시유키|우치야마 코우키|노지마 켄지|,5.304287759, ,4.767530573,,0,,Na,Na,2.31572,d
"1,634",제인 도,안드레 외브레달,오퍼스픽쳐스,2017-08-23,영국,110,23467,공포(호러),청소년관람불가,8.01,에밀 허쉬|브라이언 콕스|올웬 캐서린 켈리|,0, ,4.922227191,,-0.176144965,,0.68052,e,Na,Na
"1,635",코드네임 제로니모,존 스톡웰,씨너스엔터테인먼트(주),2012-12-13,미국,108,23462,액션,15세이상관람가,6.23,캠 지갠뎃|윌리암 피츠너|로버트 네퍼|캐슬린 로버트슨|,2.628744297, ,4.814988778,,2.739466056,f,1.26444,d,1.26444,e
"1,636",언프렌드,시몬 베호벤,(주)크리픽쳐스,2017-02-09,독일,179,23450,스릴러,15세이상관람가,5.31,알리시아 데브넘 캐리|브릿 모건|리슬 알러스|윌리암 모즐리|코너 파올로|,0, ,4.766224639,,0.871939002,,Na,Na,Na,Na
"1,639",미스터 캣,배리 소넨필드,(주)리틀빅픽쳐스,2016-10-19,프랑스,241,23350,코미디,전체관람가,8.24,케빈 스페이시|제니퍼 가너|크리스토퍼 월켄|말리나 와이즈먼|로비 아멜|,3.274940472, ,4.811240154,,1.119723488,,1.65901,d,1.65901,e
"1,640",아우토반,에란 크리비,와이드 릴리즈(주),2017-03-22,영국,153,23306,액션,15세이상관람가,7.74,니콜라스 홀트|펠리시티 존스|,2.875455551, ,5.660918014,,1.992455235,,Na,Na,1.1986,e
"1,641",개들의 섬,웨스 앤더슨,이십세기폭스코리아(주),2018-06-21,미국,121,23269,코미디,12세이상관람가,8.6,브라이언 크랜스톤|틸다 스윈튼|빌 머레이|에드워드 노튼|코유 랜킨|리브 슈라이버|쿠니치 노무라|,8.987948142, ,5.407995202,,0.894878566,,7.06657,b,7.06657,b
"1,642",부에노스 아이레스에서 사랑에 빠질 확률,구스타보 타레토,(주)영화사 진진,2013-09-12,아르헨티나,12,23233,코미디,15세이상관람가,8.1,필라르 로페스 데 아얄라|하비에르 드롤라스|,3.078397672, ,4.766190184,,2.119659045,,Na,Na,1.29422,e
"1,643",사울의 아들,라즐로 네메스,그린나래미디어(주),2016-02-25,헝가리,50,23148,드라마,청소년관람불가,7.84,게자 뢰리히|,2.272591522, ,4.766176688,,3.619562379,c,Na,Na,Na,Na
"1,644",윈드랜드,세르지오 맨피오,예지림엔터테인먼트,2015-04-02,이탈리아,240,23084,애니메이션,전체관람가,8.1,김경희|탁원정|권문정|박상훈|윤세웅|,1.767523901, ,4.816530965,,1.468025358,,Na,Na,Na,Na
"1,645",로건 럭키,스티븐 소더버그,(주)스톰픽쳐스코리아,2018-03-14,미국,257,23061,코미디,12세이상관람가,7.47,채닝 테이텀|다니엘 크레이그|아담 드라이버|라일리 코프|힐러리 스웽크|세스 맥팔레인|케이티 홈즈|세바스찬 스탠|,1.667385989, ,5.012731279,,1.58719051,,Na,Na,Na,Na
"1,647",리틀 뱀파이어,"리처드 클라우스,카르스텐 킬레리치",(주)이수C&E,2018-01-18,독일,213,23014,애니메이션,전체관람가,8.21,에이미 사빌레|라스무스 하디커|,4.053537547, ,4.766155411,,1.468025358,,1.91147,c,1.91147,e
"1,649",거인,김태용,필라멘트픽쳐스,2014-11-13,한국,77,22893,드라마,12세이상관람가,8.79,최우식|김수현|강신철|,0, ,5.413273027,,3.619562379,c,Na,Na,Na,Na
"1,650","봄, 눈",김태균,(주)넥스트엔터테인먼트월드(NEW),2012-04-26,한국,118,22870,드라마,전체관람가,7.36,윤석화|임지규|이경영|,11.44485874, ,6.011599883,,3.619562379,c,9.28721,a,9.28721,a
"1,651",알렉스 크로스,롭 코헨,(주)인벤트스톤,2013-03-14,미국,162,22771,액션,청소년관람불가,8.12,타일러 페리|매튜 폭스|레이첼 니콜스|,2.334285822, ,4.768773932,,1.992455235,,1.16954,d,Na,Na
"1,652",유리정원,신수원,(주)리틀빅픽쳐스,2017-10-25,한국,332,22752,미스터리,12세이상관람가,6.85,문근영|김태훈|서태화|,3.274940472, ,5.115174405,,1.397706929,,1.65901,d,1.65901,e
"1,653",45년 후,앤드류 헤이,판씨네마(주),2016-05-05,영국,45,22745,드라마,15세이상관람가,8.09,샬롯 램플링|제라르딘 제임스|톰 커트니|돌리 웰스|,4.125059528, ,4.770357445,,2.355507819,,2.13094,c,2.13094,d
"1,654",디트로이트,캐서린 비글로우,그린나래미디어(주),2018-05-31,미국,108,22735,스릴러,15세이상관람가,8.25,안소니 마키|존 보예가|알지 스미스|윌 폴터|제이콥 라티모어|,2.272591522, ,5.616983513,,0.871939002,,Na,Na,Na,Na
"1,656",히어로,김봉한,(주)마인스 엔터테인먼트,2013-10-08,한국,179,22617,가족,전체관람가,6.2,오정세|박철민|정은표|신지수|황인영|정윤석|,2.087047694, ,4.992737664,,0.620764448,,Na,Na,Na,Na
"1,657",레이디 맥베스,윌리엄 올드로이드,주식회사 씨네룩스,2017-08-03,영국,53,22613,드라마,청소년관람불가,7.45,플로렌스 퓨|,0, ,4.766091741,,3.619562379,c,Na,Na,Na,Na
"1,660","세라비, 이것이 인생!","올리비에르 나카체,에릭 토레다노",(주)디스테이션,2018-05-30,프랑스,146,22540,코미디,전체관람가,8.79,장 피에르 바크리|질 를르슈|수잔 클레망|,0, ,4.772109979,,1.119723488,,Na,Na,Na,Na
"1,661",짓,한종훈,(주)팝파트너스,2013-09-25,한국,159,22526,멜로/로맨스,청소년관람불가,5.29,서태화|김희정|서은아|곽민호|,0, ,4.766981068,,0.459425979,,Na,Na,Na,Na
"1,663",송 투 송,테렌스 맬릭,CGV아트하우스,2017-07-26,미국,97,22453,드라마,청소년관람불가,6.63,마이클 패스벤더|라이언 고슬링|나탈리 포트만|루니 마라|,4.951322077, ,5.781533667,,2.355507819,,2.77701,c,2.77701,d
"1,664",마징가 Z: 인피니티,시미즈 준지,(주)이수C&E,2018-05-17,일본,332,22407,애니메이션,12세이상관람가,7.61,모리쿠보 쇼타로|카야노 아이|우에사카 스미레|세키 토시히코|,4.053537547, ,4.771081137,,1.47351192,,1.91147,c,1.91147,e
"1,665",스킵트레이스: 합동수사,레니 할린,(주)영화사 빅,2016-08-31,홍콩,244,22350,액션,15세이상관람가,6.54,성룡|판빙빙|조니 녹스빌|,4.699094781, ,5.038196386,,2.091569029,,Na,Na,2.04346,d
"1,666",엘리제궁의 요리사,크리스티앙 뱅상,판씨네마(주),2015-03-19,프랑스,112,22173,코미디,12세이상관람가,7.88,카트린 프로|이폴리트 지라르도|아르튀르 뒤퐁|장 도르메송|,4.125059528, ,4.766021877,,1.119723488,,2.13094,c,2.13094,d
"1,667",파워배틀 와치카: 와치가면의 역습,"이영준,김래경",(주)삼지애니메이션,2017-06-01,한국,246,22110,애니메이션,전체관람가,8.42,엄상현|전태열|,0, ,4.923751849,,1.468025358,,Na,Na,Na,Na
"1,668",엔들리스 러브,샤나 페스트,유니버설픽쳐스인터내셔널 코리아(유),2014-03-13,미국,210,22091,드라마,15세이상관람가,7.41,알렉스 페티퍼|라이스 웨이크필드|가브리엘라 와일드|,12.36267795, ,4.815790034,,2.355507819,,7.81252,a,7.81252,b
"1,669",사이비,연상호,(주)넥스트엔터테인먼트월드(NEW),2013-11-21,한국,76,22070,애니메이션,청소년관람불가,8.78,양익준|오정세|권해효|박희본|,11.44485874, ,4.910311759,,1.229590816,,9.28721,a,9.28721,a
"1,671",까밀 리와인드,노에미 르보브스키,(주)엣나인필름,2013-07-18,프랑스,27,22006,드라마,15세이상관람가,8.43,노에미 르보브스키|사미르 구에스미|욜랜드 모로|미셸 빌레모|,2.791735668, ,4.765995361,,3.619562379,c,Na,Na,1.21321,e
"1,672",터닝메카드W: 반다인의 비밀 특별판,홍헌표,"(주)제이앤씨미디어그룹,(주)아컴스튜디오",2018-02-08,한국,168,21947,애니메이션,전체관람가,6.41,소연|윤미나|이현진|이지현|홍범기|이재현|정재헌|김율|신용우|김영은|,0, ,4.848008541,,1.468025358,,0,0,0,0
"1,674",원더 휠,우디 앨런,(주)팝엔터테인먼트,2018-01-25,미국,140,21884,드라마,15세이상관람가,7.58,케이트 윈슬렛|저스틴 팀버레이크|주노 템플|제임스 벨루시|,5.697394867,c,4.901712394,,3.619562379,c,Na,Na,2.46878,d
"1,675",행복 목욕탕,나카노 료타,(주)디스테이션,2017-03-23,일본,103,21797,가족,12세이상관람가,8.56,미야자와 리에|스기사키 하나|오다기리 죠|이토 아오이|,0, ,4.79381163,,1.094120082,,Na,Na,Na,Na
"1,676",레이드 : 첫번째 습격,가렛 에반스,씨제이이앤엠(주),2012-05-17,인도네시아,120,21705,액션,청소년관람불가,7.81,이코 우웨이스|야얀 루히안|,19.94668544, ,4.765947568,,1.847537118,,16.58469,a,16.58469,a
"1,677",시크릿 인 데어 아이즈,빌리 레이,판씨네마(주),2016-04-27,미국,186,21692,미스터리,15세이상관람가,7.61,니콜 키드먼|줄리아 로버츠|딘 노리스|치웨텔 에지오포|,4.125059528, ,5.200543416,,0.298657578,,2.13094,c,2.13094,d
"1,678",히야,김지연,(주)라이크 콘텐츠,2016-03-10,한국,124,21687,드라마,12세이상관람가,8.44,안보현|호야|박철민|강성미|강민아|,0, ,4.88586242,,3.619562379,c,Na,Na,Na,Na
"1,679","안녕, 나의 소울메이트",증국상,(주)나이너스엔터테인먼트,2017-12-07,홍콩,165,21659,드라마,15세이상관람가,8.87,주동우|마사순|이정빈|,3.415606826, ,4.765940264,,3.619562379,c,1.54395,d,1.54395,e
"1,680",차일드 44,다니엘 에스피노사,(주)넥스트엔터테인먼트월드(NEW),2015-05-28,미국,145,21604,스릴러,청소년관람불가,8.15,톰 하디|누미 라파스|게리 올드만|조엘 킨나만|찰스 댄스|뱅상 카셀|,11.44485874, ,5.850964492,,0.871939002,,9.28721,a,9.28721,a
"1,681",내게 남은 사랑을,진광교,(주)비엠컬쳐스,2017-11-02,한국,156,21599,드라마,12세이상관람가,8.14,성지루|전미선|권소현|홍석|이예원|,0, ,5.069517115,,3.619562379,c,Na,Na,Na,Na
"1,682",빌리 엘리어트 뮤지컬 라이브,스티븐 달드리,유니버설픽쳐스인터내셔널 코리아(유),2014-11-27,미국,37,21571,뮤지컬,전체관람가,9.31,엘리엇 한나|루시에 헨쉘|데카 웜슬리|,12.36267795, ,4.765926292,,-0.911142918,,7.81252,a,7.81252,b
"1,683",초원의 왕 도제,코지마 마사유키,(주)나이너스엔터테인먼트,2014-03-27,일본,192,21424,애니메이션,전체관람가,8.06,하마다 타츠오미|카케이 토시오|히라 미키지로|,3.415606826, ,4.765902951,,1.252042572,,1.54395,d,1.54395,e
"1,686",이브 생 로랑,자릴 레스페르,(주)블룸즈베리파트너스,2014-06-26,프랑스,53,21280,드라마,청소년관람불가,7.35,피에르 니네이|샬롯 르 본|기욤 갈리엔|니콜라이 킨스키|,0, ,4.780742886,,3.619562379,c,Na,Na,Na,Na
"1,688",플레이스 비욘드 더 파인즈,데릭 시엔프랜스,(주)미디어데이,2013-08-01,미국,30,21088,범죄,청소년관람불가,8.44,브래들리 쿠퍼|라이언 고슬링|에바 멘데스|,0, ,5.871748908,,2.054657531,,Na,Na,Na,Na
"1,689",스테이션 7,클림 시펜코,(주)영화사 진진,2017-12-07,러시아,239,21071,액션,12세이상관람가,8.69,파벨 데레비앙코|마리야 미로노바|블라디미르 브도비첸코프|,3.078397672, ,4.765846902,,3.091504585,e,Na,Na,1.29422,e
"1,692",그랜드 피아노,유지니오 미라,와이드 릴리즈(주),2014-04-17,스페인,95,20961,스릴러,15세이상관람가,5.82,일라이저 우드|존 쿠삭|탐신 에거튼|엘렌 리치|케리 비쉬|돈 맥마너스|,2.875455551, ,4.810125003,,0.871939002,,Na,Na,1.1986,e
"1,693",아기기린 자라파,"레미 베잔송,장-클리스토페 리에",롯데쇼핑㈜롯데엔터테인먼트,2013-02-14,프랑스,87,20811,애니메이션,전체관람가,8.95,맥스 레나우딘|시몬 압카리언|프랑수아 제르비에 드메종|,16.50288644, ,4.765805619,,1.468025358,,11.42832,a,11.42832,a
"1,696",플라이트,로버트 저메키스,씨제이이앤엠(주),2013-02-28,미국,79,20491,드라마,청소년관람불가,7.88,덴젤 워싱턴|멜리사 레오|존 굿맨|돈 치들|켈리 라일리|,19.94668544, ,5.740497986,,3.619562379,c,16.58469,a,16.58469,a
"1,697",세기의 매치,에드워드 즈윅,판씨네마(주),2016-01-28,미국,187,20448,드라마,12세이상관람가,7.44,토비 맥과이어|릴리 레이브|피터 사스가드|소피 넬리스|리브 슈라이버|마이클 스털버그|로빈 웨이거트|,4.125059528, ,4.845886344,,3.619562379,c,2.13094,c,2.13094,d
"1,698",프란츠,프랑수아 오종,찬란,2017-07-20,프랑스,47,20437,멜로/로맨스,12세이상관람가,8.64,피에르 니네이|폴라 비어|,0, ,4.767435654,,1.723480539,,Na,Na,Na,Na
"1,699",로얄 어페어,니콜라이 아르셀,(주)화인픽쳐스,2012-12-27,덴마크,17,20258,멜로/로맨스,청소년관람불가,8.44,알리시아 비칸데르|매즈 미켈슨|미켈 폴스라르|,0, ,5.571450891,,1.723480539,,Na,Na,Na,Na
"1,701",극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,방형우,메가박스중앙(주)플러스엠,2014-08-07,한국,91,20175,애니메이션,전체관람가,7.83,양정화|안영미|홍범기|,4.031018854, ,4.860980564,,1.468025358,,2.95141,c,2.95141,d
"1,702",천안함 프로젝트,백승우,(주)아우라픽처스,2013-09-05,한국,33,20085,다큐멘터리,12세이상관람가,4.33,강신일|,0, ,5.065482832,,-0.526953931,,Na,Na,Na,Na
"1,703",완전 소중한 사랑,김진민,(주)씨타마운틴픽쳐스,2013-11-21,한국,66,20063,드라마,12세이상관람가,8.43,심이영|임지규|,0, ,4.767502501,,3.619562379,c,Na,Na,Na,Na
"1,704",난 그녀와 키스했다,"막심 고바레,노에미 사글리오",(주)엣나인필름,2015-07-22,프랑스,53,20056,코미디,청소년관람불가,8.28,피오 마르마이|프랑크 가스탐비드|애드리애너 그라지엘|래닉 가우트리|카밀 코탄|프레드릭 피에롯|,2.791735668, ,4.774084566,,1.119723488,,Na,Na,1.21321,e
"1,708",빌리 진 킹: 세기의 대결,"발레리 페리스,조나단 데이턴",이십세기폭스코리아(주),2017-11-16,미국,135,19952,코미디,15세이상관람가,7.45,엠마 스톤|스티브 카렐|,8.987948142, ,6.256099544,,1.119723488,,7.06657,b,7.06657,b
"1,709",러브레이스,"롭 엡스타인,제프리 프리드먼",씨너스엔터테인먼트(주),2013-10-17,미국,154,19933,드라마,청소년관람불가,7.47,아만다 사이프리드|제임스 프랭코|주노 템플|샤론 스톤|피터 사스가드|아담 브로디|,2.628744297, ,5.064309898,,3.619562379,c,1.26444,d,1.26444,e
"1,711",대학살의 신,로만 폴란스키,판씨네마(주),2012-08-16,프랑스,36,19917,드라마,15세이상관람가,7.74,케이트 윈슬렛|크리스토프 왈츠|조디 포스터|존 C. 라일리|,4.125059528, ,5.017885039,,2.619626823,g,2.13094,c,2.13094,d
"1,712",세상의 끝까지 21일,로렌 스카파리아,(주)드림웨스트픽쳐스,2013-08-14,미국,25,19897,드라마,15세이상관람가,8.19,키이라 나이틀리|스티브 카렐|,0, ,5.622730395,,2.237583432,,Na,Na,Na,Na
"1,713",파괴자들,올리버 스톤,유니버설픽쳐스인터내셔널 코리아(유),2012-10-31,미국,171,19716,액션,청소년관람불가,6.87,애런 존슨|테일러 키취|블레이크 라이블리|존 트라볼타|,12.36267795, ,4.962360155,,2.739466056,f,7.81252,a,7.81252,b
"1,715",웨딩스캔들,신동엽,(주)마인스 엔터테인먼트,2012-09-06,한국,121,19569,코미디,15세이상관람가,5.44,김민준|곽지민|,2.087047694, ,4.988771618,,0.855604485,,Na,Na,Na,Na
"1,717",디스커넥트,헨리 알렉스 루빈,(주)영화사 빅,2013-11-07,미국,113,19460,드라마,청소년관람불가,8.58,알렉산더 스카스가드|제이슨 베이트먼|폴라 패튼|안드레아 라이즈보로|,4.699094781, ,5.394988454,,2.520513028,g,Na,Na,2.04346,d
"1,718",B급 며느리,선호빈,"(주)에스와이코마드,글뫼 주식회사",2018-01-17,한국,56,19459,다큐멘터리,12세이상관람가,8.39,김진영|조경숙|,0, ,4.765590948,,-0.526953931,,0,0,0,0
"1,720","나의 위대한 친구, 세잔",다니엘르 톰슨,그린나래미디어(주),2016-12-15,프랑스,49,19426,드라마,15세이상관람가,8.1,기욤 갈리엔|기욤 까네|,2.272591522, ,4.767275128,,3.619562379,c,Na,Na,Na,Na
"1,721",사막에서 연어낚시,라세 할스트롬,"(주)나이너스엔터테인먼트,(유)영화사 화수분",2014-10-16,영국,92,19423,드라마,12세이상관람가,7.48,에밀리 블런트|이완 맥그리거|크리스틴 스콧 토마스|,3.415606826, ,5.243083061,,3.619562379,c,1.54395,d,1.54395,e
"1,722",테이크다운,에란 크리비,(주)에스비에스콘텐츠허브,2013-04-18,영국,138,19415,액션,15세이상관람가,5.61,제임스 맥어보이|마크 스트롱|안드레아 라이즈보로|데이비드 모리시|,0, ,5.706282805,,2.739466056,f,0.57868,e,Na,Na
"1,723",립반윙클의 신부,이와이 슌지,"TCO(주)더콘텐츠온,주식회사 더쿱",2016-09-28,일본,85,19412,드라마,15세이상관람가,7.37,쿠로키 하루|아야노 고|코코|,0, ,4.767975665,,2.355507819,,0.46723,e,0,0
"1,724",커터,정희성,(주)스톰픽쳐스코리아,2016-03-30,한국,199,19405,범죄,청소년관람불가,5.73,최태준|김시후|문가영|,1.667385989, ,4.765582374,,2.054657531,,Na,Na,Na,Na
"1,725",마릴린 먼로와 함께한 일주일,사이먼 커티스,(주)싸이더스,2012-02-29,영국,81,19387,드라마,15세이상관람가,7.99,미셸 윌리엄스|에디 레드메인|,0, ,5.590862141,,3.619562379,c,0.84913,e,Na,Na
"1,726",트립 투 이탈리아,마이클 윈터바텀,찬란,2015-06-04,영국,51,19376,코미디,15세이상관람가,6.13,롭 브라이든|스티브 쿠건|,0, ,4.770158017,,2.119659045,,Na,Na,Na,Na
"1,727",트루스,제임스 밴더빌트,(주)라이크 콘텐츠,2016-08-24,미국,123,19315,드라마,15세이상관람가,8.58,케이트 블란쳇|로버트 레드포드|토퍼 그레이스|엘리자베스 모스|,0, ,5.295124047,,3.619562379,c,Na,Na,Na,Na
"1,728",이레셔널 맨,우디 앨런,(주)프레인글로벌,2016-07-21,미국,40,19287,범죄,청소년관람불가,7.82,엠마 스톤|호아킨 피닉스|제이미 블랙리|파커 포시|,0, ,5.322356971,,1.574856523,,Na,Na,Na,Na
"1,729",부니베어: 나무 도둑의 습격,정량,예지림엔터테인먼트,2017-09-14,중국,245,19267,애니메이션,전체관람가,7.86,박상훈|홍진욱|윤세웅|임채헌|이소은|,1.767523901, ,4.843928039,,1.468025358,,Na,Na,Na,Na
"1,730",달팽이의 별,이승준,(주)영화사조아,2012-03-22,한국,34,19252,다큐멘터리,전체관람가,9.05,조영찬|김순호|,0, ,4.765558081,,-0.526953931,,Na,Na,Na,Na
"1,731",에코,데이브 그린,"(주)박수엔터테인먼트,(주)필름오마쥬",2014-10-08,미국,154,19142,SF,전체관람가,7.24,테오 할름|아스트로|리스 하트위그|엘라 발슈테트|,5.304287759, ,4.765540615,,0.754439417,,0,0,2.31572,d
