rank,mname,director,provider,date,country,n_scrn,guest,genre,rating,grade,actor,director_score,director_grade,actor_score,actor_grade,grene_score,grene_grade,provider1_power,providera_grade,provider2_power,providerb_grade
980,로맨틱 크라운,톰 행크스,(주)싸이더스,2011-08-17,미국,239,114887,멜로/로맨스,12세이상관람가,6.99,톰 행크스|줄리아 로버츠|,0, ,5.055720801,,0,,0.84913,e,Na,Na
981,터키,지미 헤이워드,롯데쇼핑㈜롯데엔터테인먼트,2014-07-31,미국,182,113795,애니메이션,전체관람가,8.25,오웬 윌슨|우디 해럴슨|에이미 포엘러|,16.50288644, ,5.696751613,,1.32870461,,11.42832,a,11.42832,a
982,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,(주)와우픽쳐스,2015-09-17,일본,351,113404,애니메이션,전체관람가,8.35,미즈타 와사비|오오하라 메구미|카카즈 유미|키무라 스바루|세키 토모카즈|,0, ,4.918334329,,1.111232387,,0.74469,e,Na,Na
983,미라클 벨리에,에릭 라티고,(주)영화사 진진,2015-08-27,프랑스,245,112121,드라마,12세이상관람가,8.85,루안 에머라|카린 비아르|프랑소아 다미앙|에릭 엘모스니노|,3.078397672, ,4.782030604,,3.619562379,c,Na,Na,1.29422,e
985,배우는 배우다,신연식,(주)넥스트엔터테인먼트월드(NEW),2013-10-24,한국,297,111927,드라마,청소년관람불가,6.76,이준|서영희|,11.44485874, ,5.43709381,,3.619562379,c,9.28721,a,9.28721,a
986,"안녕, 나의 소녀",사준의,오드,2018-05-16,대만,155,111541,멜로/로맨스,12세이상관람가,6.68,류이호|송운화|,0, ,4.812466611,,0.459425979,,Na,Na,Na,Na
987,셀프/리스,타셈 싱,(주)이수C&E,2015-09-10,미국,340,111127,SF,15세이상관람가,7.76,매튜 구드|라이언 레이놀즈|미셀 도커리|벤 킹슬리|,4.053537547, ,6.02260016,,1.315571,,1.91147,c,1.91147,e
988,스틸 앨리스,"리처드 글랫저,워시 웨스트모어랜드",그린나래미디어(주),2015-04-29,미국,109,111008,드라마,12세이상관람가,8.48,크리스틴 스튜어트|줄리안 무어|케이트 보스워스|알렉 볼드윈|,2.272591522, ,5.710085784,,3.619562379,c,Na,Na,Na,Na
989,직쏘,"피터 스피어이그,마이클 스피어리그",㈜코리아스크린,2017-11-02,미국,175,110834,공포(호러),청소년관람불가,7.28,토빈 벨|,0, ,4.780099469,,0.375786745,,Na,Na,Na,Na
990,러브 앤 프렌즈,루크 그린필드,롯데쇼핑㈜롯데엔터테인먼트,2011-06-16,미국,207,110795,드라마,15세이상관람가,7.02,케이트 허드슨|지니퍼 굿윈|존 크래신스키|콜린 에글스필드|,16.50288644, ,5.161424527,,0,,11.42832,a,11.42832,a
992,피터와 드래곤,데이빗 로워리,월트디즈니컴퍼니코리아(주),2016-09-28,미국,167,109137,어드벤처,전체관람가,8.24,브라이스 달라스 하워드|로버트 레드포드|웨스 벤틀리|칼 어번|오크스 페글리|,2.371793167, ,5.343681282,,0.339376736,,4.33116,c,4.33116,c
993,히트,이성한,(주)넥스트엔터테인먼트월드(NEW),2011-10-13,한국,171,109019,드라마,15세이상관람가,3.58,한재석|송영창|정성화|박성웅|이하늬|윤택|마르코|,11.44485874, ,5.327201241,,0,,9.28721,a,9.28721,a
994,당갈,니테쉬 티와리,(주)넥스트엔터테인먼트월드(NEW),2018-04-25,인도,261,108959,액션,12세이상관람가,9.55,아미르 칸|파티마 사나 셰이크|산야 말호트라|,11.44485874, ,4.782029334,,3.091504585,e,9.28721,a,9.28721,a
995,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,씨제이이앤엠(주),2017-06-01,일본,198,108896,애니메이션,전체관람가,7.46,김현지|한신|김보영|이호산|김영은|,19.94668544, ,4.813135805,,1.468025358,,16.58469,a,16.58469,a
996,맨 프롬 UNCLE,가이 리치,워너브러더스 코리아(주),2015-10-28,미국,361,108551,액션,12세이상관람가,8.15,헨리 카빌|아미 해머|휴 그랜트|알리시아 비칸데르|엘리자베스 데비키|,8.031584609, ,5.175994305,,1.872098244,,7.12231,b,7.12231,b
997,레드 스패로,프란시스 로렌스,이십세기폭스코리아(주),2018-02-28,미국,389,108344,스릴러,청소년관람불가,8.57,제니퍼 로렌스|조엘 에저튼|마티아스 쇼에나에츠|,8.987948142, ,5.496733291,,0.871939002,,7.06657,b,7.06657,b
998,마지막 4중주,야론 질버만,(주)티캐스트,2013-07-25,미국,29,108317,드라마,15세이상관람가,8.19,필립 세이모어 호프만|크리스토퍼 월켄|캐서린 키너|마크 이바니어|,0, ,4.952930953,,3.619562379,c,Na,Na,Na,Na
999,더 기버: 기억전달자,필립 노이스,(주)지어소프트,2014-08-20,미국,233,107567,SF,12세이상관람가,8,브렌튼 스웨이츠|메릴 스트립|제프 브리지스|오데야 러쉬|,0, ,5.039168146,,1.457407071,,Na,Na,Na,Na
"1,000",더 건맨,피에르 모렐,롯데쇼핑㈜롯데엔터테인먼트,2015-04-16,프랑스,349,107444,액션,청소년관람불가,6.81,이드리스 엘바|하비에르 바르뎀|숀 펜|,16.50288644, ,5.629591331,,1.992455235,,11.42832,a,11.42832,a
"1,001",제로 다크 서티,캐서린 비글로우,(주)에스비에스콘텐츠허브,2013-03-07,미국,258,107104,전쟁,15세이상관람가,8.17,조엘 에저튼|크리스 프랫|제시카 차스테인|제이슨 클락|,0, ,6.895083232,,0.740285475,,0.57868,e,Na,Na
"1,002",도희야,정주리,CGV아트하우스,2014-05-22,한국,310,106511,드라마,청소년관람불가,7.52,배두나|김새론|송새벽|,4.951322077, ,5.767622423,,3.619562379,c,2.77701,c,2.77701,d
"1,003",프리덤,피터 쿠센스,(주)씨타마운틴픽쳐스,2015-11-19,미국,117,106241,드라마,12세이상관람가,7.33,쿠바 구딩 쥬니어|윌리암 새들러|샤론 릴|베르나르드 포처|,0, ,4.779370193,,1.935934181,,Na,Na,Na,Na
"1,005",더 시그널,윌리엄 유뱅크,롯데쇼핑㈜롯데엔터테인먼트,2014-07-09,미국,263,105818,SF,12세이상관람가,6.38,올리비아 쿡|로렌스 피시번|브렌튼 스웨이츠|,16.50288644, ,5.3034248,,1.315571,,11.42832,a,11.42832,a
"1,006",바람이 분다,미야자키 하야오,롯데쇼핑㈜롯데엔터테인먼트,2013-09-05,일본,288,105650,애니메이션,전체관람가,4.7,안노 히데아키|타키모토 미오리|,16.50288644, ,4.781292225,,2.328640167,,11.42832,a,11.42832,a
"1,007",니드 포 스피드,스캇 워프,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-16,미국,349,105340,액션,15세이상관람가,7.87,아론 폴|이모겐 푸츠|도미닉 쿠퍼|다코타 존슨|마이클 키튼|키드 커디|,3.693503506, ,5.228597542,,2.397061794,,3.6996,c,3.6996,c
"1,008",5백만불의 사나이,김익로,씨제이이앤엠(주),2012-07-19,한국,331,104736,코미디,15세이상관람가,4.99,박진영|조성하|민효린|,19.94668544, ,5.829602455,,1.119723488,,16.58469,a,16.58469,a
"1,009",인사이드 르윈,"조엘 코엔,에단 코엔",블루미지,2014-01-29,미국,70,104601,드라마,15세이상관람가,8.18,캐리 멀리건|저스틴 팀버레이크|오스카 아이삭|존 굿맨|,0, ,5.250057816,,3.619562379,c,Na,Na,Na,Na
"1,010",킹 오브 프리즘,히시다 마사카즈,(주)박수엔터테인먼트,2016-08-11,일본,53,103852,애니메이션,12세이상관람가,9.18,카키하라 테츠야|마에노 토모아키|마스다 토시키|,5.304287759, ,0,,1.872076367,,Na,Na,2.31572,d
"1,011",베리 굿 걸,나오미 포너,(주)영화사 빅,2014-09-25,미국,338,103625,멜로/로맨스,15세이상관람가,7.17,다코타 패닝|엘리자베스 올슨|클락 그레그|보이드 홀브룩|,4.699094781, ,5.571373645,,1.723480539,,Na,Na,2.04346,d
"1,012",다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,씨네그루(주)키다리이엔티,2016-05-12,미국,393,103554,액션,12세이상관람가,7.32,쉐일린 우들리|테오 제임스|마일즈 텔러|나오미 왓츠|매기 큐|조 크라비츠|,2.33289481, ,4.939015306,,1.775890899,,1.16419,d,Na,Na
"1,013",더 테이블,김종관,(주)엣나인필름,2017-08-24,한국,272,103054,드라마,12세이상관람가,8.01,정유미|한예리|정은채|임수정|,2.791735668, ,5.905854002,,2.355507819,,Na,Na,1.21321,e
"1,014",워 호스,스티븐 스필버그,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-09,미국,229,102195,전쟁,12세이상관람가,8.33,베네딕트 컴버배치|톰 히들스턴|제레미 어바인|,1.064678122, ,7.255256968,,0,,2.36147,e,2.36147,d
"1,015",루시드 드림,김준성,(주)넥스트엔터테인먼트월드(NEW),2017-02-22,한국,461,102170,SF,15세이상관람가,5.87,고수|설경구|,11.44485874, ,7.447140595,,0.73198766,,9.28721,a,9.28721,a
"1,016",박스트롤,"그레이엄 애나블,안소니 스타치",유니버설픽쳐스인터내셔널 코리아(유),2014-11-06,미국,346,101665,애니메이션,전체관람가,8.39,엘르 패닝|아이작 햄스터드 라이트|,12.36267795, ,4.955429806,,0.742773923,,7.81252,a,7.81252,b
"1,017",일대종사,왕가위,CGV아트하우스,2013-08-22,중국,193,101461,액션,12세이상관람가,8.04,양조위|장쯔이|송혜교|장첸|,4.951322077, ,4.860201868,,3.091504585,e,2.77701,c,2.77701,d
"1,018",R.I.P.D. : 알.아이.피.디.,로베르트 슈벤트케,유니버설픽쳐스인터내셔널 코리아(유),2013-08-22,미국,268,101460,액션,15세이상관람가,7.64,라이언 레이놀즈|케빈 베이컨|제프 브리지스|,12.36267795, ,5.053949055,,1.907927601,,7.81252,a,7.81252,b
"1,019",게이트,신재호,(주)제이앤씨미디어그룹,2018-02-28,한국,208,101173,범죄,15세이상관람가,3.73,정려원|임창정|정상훈|이경영|이문식|김도훈|,0, ,5.429889564,,1.054721975,,Na,Na,Na,Na
"1,020",돌연변이,권오광,필라멘트픽쳐스,2015-10-22,한국,399,100543,드라마,12세이상관람가,6.95,이광수|이천희|박보영|,0, ,5.608956391,,2.619626823,g,Na,Na,Na,Na
"1,021",바닷마을 다이어리,고레에다 히로카즈,(주)티캐스트,2015-12-17,일본,67,100225,드라마,12세이상관람가,8.75,아야세 하루카|나가사와 마사미|카호|히로세 스즈|,0, ,4.80010936,,3.619562379,c,Na,Na,Na,Na
"1,023",딥워터 호라이즌,피터 버그,메가박스중앙(주)플러스엠,2017-01-25,미국,433,100021,액션,12세이상관람가,8.07,마크 월버그|딜런 오브라이언|커트 러셀|케이트 허드슨|,4.031018854, ,5.453643527,,3.091504585,e,2.95141,c,2.95141,d
"1,024",미니특공대X,이영준,(주)삼지애니메이션,2018-03-22,한국,458,99958,애니메이션,전체관람가,7.59,엄상현|전태열|이소영|신용우|,0, ,4.938728731,,1.468025358,,Na,Na,Na,Na
"1,026",라이언,가스 데이비스,(주)이수C&E,2017-02-01,호주,205,98660,드라마,12세이상관람가,9.15,데브 파텔|루니 마라|니콜 키드먼|데이비드 웬햄|써니 파와르|,4.053537547, ,4.926962222,,3.619562379,c,1.91147,c,1.91147,e
